incident_num,offence_code_group,occurred_on_date,UCR_part,latitude,longitude
I182036421,"Larceny From Motor Vehicle","13/05/2018 18:00","Part One",4.236.967.378,"-7.104.155.054"
I182037423,Larceny,"13/05/2018 18:00","Part One",4.234.339.388,"-7.109.849.282"
I182036413,Larceny,"13/05/2018 19:23","Part One",4.234.862.382,"-7.108.277.637"
I182036492,Larceny,"13/05/2018 19:30","Part One",4.235.174.282,"-7.106.275.940"
I182036411,Larceny,"13/05/2018 20:12","Part One",4.234.701.666,"-7.106.886.238"
I182036408,Larceny,"13/05/2018 20:23","Part One",4.233.816.387,"-7.107.461.217"
I182036449,Larceny,"13/05/2018 22:00","Part One",4.232.614.300,"-7.106.338.264"
I182036551,"Larceny From Motor Vehicle","13/05/2018 22:00","Part One",4.230.910.324,"-7.106.259.482"
I182036438,"Aggravated Assault","13/05/2018 22:51","Part One",4.232.435.506,"-7.107.440.305"
I182036445,"Aggravated Assault","13/05/2018 23:30","Part One",4.230.204.532,"-7.107.071.522"
I182027246,Larceny,"14/05/2018 00:00","Part One",4.235.521.625,"-7.106.012.863"
I182039100,"Residential Burglary","14/05/2018 00:10","Part One",4.231.900.585,"-7.110.697.823"
I182036463,Robbery,"14/05/2018 02:25","Part One",4.234.762.277,"-7.107.606.735"
I182036476,Larceny,"14/05/2018 03:00","Part One",4.234.150.501,"-7.108.833.674"
I182036470,"Larceny From Motor Vehicle","14/05/2018 04:57","Part One",4.235.909.289,"-7.105.327.197"
I182036472,Larceny,"14/05/2018 06:11","Part One",4.233.901.097,"-7.104.789.515"
I182036473,Larceny,"14/05/2018 06:34","Part One",4.235.909.289,"-7.105.327.197"
I182037895,"Larceny From Motor Vehicle","14/05/2018 07:00","Part One",4.233.562.126,"-7.107.582.361"
I182037265,Larceny,"14/05/2018 08:45","Part One",4.234.416.701,"-7.110.359.107"
I182036508,Larceny,"14/05/2018 09:38","Part One",4.236.020.464,"-7.105.620.816"
I182036542,Larceny,"14/05/2018 10:17","Part One",4.234.797.240,"-7.107.849.582"
I182036530,"Commercial Burglary","14/05/2018 10:38","Part One",4.226.802.400,"-7.109.301.057"
I182036540,Larceny,"14/05/2018 11:11","Part One",4.232.874.077,"-7.108.771.559"
I182036772,"Larceny From Motor Vehicle","14/05/2018 12:00","Part One",4.229.716.347,"-7.107.954.018"
I182036580,Larceny,"14/05/2018 12:12","Part One",4.226.194.848,"-7.110.971.613"
I182036574,Larceny,"14/05/2018 12:20","Part One",4.235.143.483,"-7.106.969.334"
I182037233,Larceny,"14/05/2018 12:30","Part One",4.232.572.097,"-7.108.220.072"
I182036567,Larceny,"14/05/2018 12:45","Part One",4.234.813.158,"-7.108.027.002"
I182036584,Larceny,"14/05/2018 13:35","Part One",4.234.862.382,"-7.108.277.637"
I182036578,Larceny,"14/05/2018 13:39","Part One",4.235.591.935,"-7.106.000.539"
I182036607,"Residential Burglary","14/05/2018 14:00","Part One",4.226.348.935,"-7.115.108.938"
I182036669,Larceny,"14/05/2018 14:55","Part One",4.234.655.580,"-7.108.737.452"
I182036612,"Larceny From Motor Vehicle","14/05/2018 15:00","Part One",4.230.489.980,"-7.107.992.223"
I182036614,Larceny,"14/05/2018 15:14","Part One",4.230.349.827,"-7.107.937.537"
I182036636,Larceny,"14/05/2018 16:14","Part One",4.230.896.999,"-7.108.284.839"
I182036638,"Residential Burglary","14/05/2018 16:27","Part One",4.230.497.366,"-7.106.134.412"
I182036665,"Aggravated Assault","14/05/2018 16:46","Part One",4.230.154.555,"-7.108.118.184"
I182036681,Larceny,"14/05/2018 17:21","Part One",4.230.648.026,"-7.106.675.783"
I182036791,"Auto Theft","14/05/2018 17:30","Part One",4.230.565.517,"-7.106.472.788"
I182036865,Larceny,"14/05/2018 17:50","Part One",4.233.982.506,"-7.107.215.896"
I182037330,Larceny,"14/05/2018 18:00","Part One",4.234.410.718,"-7.110.180.260"
I182036674,Larceny,"14/05/2018 18:03","Part One",4.237.442.697,"-7.103.527.876"
I182036675,"Aggravated Assault","14/05/2018 18:25","Part One",4.231.484.522,"-7.107.738.943"
I182036678,"Larceny From Motor Vehicle","14/05/2018 18:31","Part One",4.232.132.788,"-7.108.105.509"
I182036685,Larceny,"14/05/2018 18:36","Part One",4.235.095.909,"-7.107.412.780"
I182036822,"Larceny From Motor Vehicle","14/05/2018 19:00","Part One",4.225.442.915,"-7.112.632.540"
I182036931,Larceny,"14/05/2018 19:00","Part One",4.234.416.701,"-7.110.359.107"
I182036692,"Aggravated Assault","14/05/2018 19:05","Part One",4.228.674.500,"-7.109.363.100"
I182036720,Larceny,"14/05/2018 19:33","Part One",4.234.091.586,"-7.108.771.531"
I182036728,Larceny,"14/05/2018 19:33","Part One",4.231.840.845,"-7.105.974.267"
I182036990,Larceny,"14/05/2018 20:00","Part One",4.234.489.594,"-7.109.659.186"
I182036731,Larceny,"14/05/2018 22:08","Part One",4.234.251.263,"-7.114.363.495"
I182036733,"Larceny From Motor Vehicle","14/05/2018 22:23","Part One",4.230.892.227,"-7.109.986.991"
I182037227,"Auto Theft","14/05/2018 23:00","Part One",4.231.857.590,"-7.108.767.243"
I182036901,"Auto Theft","14/05/2018 23:15","Part One",4.235.320.826,"-7.104.647.140"
I182036968,"Commercial Burglary","14/05/2018 23:50","Part One",4.235.942.556,"-7.105.288.819"
I182050994,Larceny,"15/05/2018 00:00","Part One",4.227.417.433,"-7.116.037.130"
I182036747,"Aggravated Assault","15/05/2018 00:09","Part One",4.234.489.594,"-7.109.659.186"
I182036750,Robbery,"15/05/2018 00:36","Part One",4.233.248.759,"-7.108.365.801"
I182036754,Larceny,"15/05/2018 00:54","Part One",4.230.316.091,"-7.108.515.552"
I182036764,"Aggravated Assault","15/05/2018 03:51","Part One",4.228.649.468,"-7.104.421.925"
I182036766,Larceny,"15/05/2018 04:46","Part One",4.233.450.285,"-7.110.368.020"
I182036959,"Residential Burglary","15/05/2018 06:00","Part One",4.230.812.619,"-7.107.692.974"
I182037102,"Larceny From Motor Vehicle","15/05/2018 07:00","Part One",4.234.014.006,"-7.114.875.176"
I182036790,"Larceny From Motor Vehicle","15/05/2018 07:38","Part One",4.235.365.398,"-7.104.546.256"
I182036809,Larceny,"15/05/2018 08:59","Part One",4.229.652.112,"-7.105.229.661"
I182036836,Homicide,"15/05/2018 10:39","Part One",4.227.934.055,"-7.109.130.505"
I182037005,Larceny,"15/05/2018 11:00","Part One",4.232.643.571,"-7.110.411.063"
I182036853,Larceny,"15/05/2018 11:09","Part One",4.230.492.239,"-7.110.298.073"
I182036837,"Aggravated Assault","15/05/2018 11:18","Part One",4.233.665.048,"-7.107.841.035"
I182037093,"Aggravated Assault","15/05/2018 11:30","Part One",4.231.779.354,"-7.104.210.959"
I182036860,Larceny,"15/05/2018 11:35","Part One",4.226.922.278,"-7.109.384.023"
I182036873,"Aggravated Assault","15/05/2018 11:55","Part One",4.235.173.990,"-7.112.185.454"
I182037478,"Auto Theft","15/05/2018 12:00","Part One",4.232.117.416,"-7.110.949.062"
I182037937,"Residential Burglary","15/05/2018 12:00","Part One",4.231.049.939,"-7.107.733.579"
I182038343,"Residential Burglary","15/05/2018 12:00","Part One",4.234.041.441,"-7.108.031.699"
I182036869,"Aggravated Assault","15/05/2018 12:13","Part One",4.234.453.911,"-7.107.358.770"
I182036952,"Residential Burglary","15/05/2018 12:20","Part One",4.233.798.932,"-7.108.003.746"
I182036896,"Larceny From Motor Vehicle","15/05/2018 13:12","Part One",4.233.519.916,"-7.103.865.308"
I182036937,Larceny,"15/05/2018 14:00","Part One",4.235.696.950,"-7.106.249.529"
I182037919,Larceny,"15/05/2018 14:20","Part One",4.231.633.754,"-7.109.326.915"
I182036914,"Auto Theft","15/05/2018 14:30","Part One",4.233.592.746,"-7.107.008.836"
I182036940,"Larceny From Motor Vehicle","15/05/2018 15:00","Part One",4.232.246.879,"-7.107.454.158"
I182036953,Larceny,"15/05/2018 15:08","Part One",4.228.915.799,"-7.112.522.353"
I182038106,Larceny,"15/05/2018 15:44","Part One",4.234.376.458,"-7.108.866.865"
I182036999,Larceny,"15/05/2018 16:00","Part One",4.235.512.339,"-7.106.087.980"
I182038732,Larceny,"15/05/2018 16:48","Part One",4.231.794.835,"-7.108.774.652"
I182037309,"Aggravated Assault","15/05/2018 17:00","Part One",4.224.950.364,"-7.113.165.831"
I182036983,"Aggravated Assault","15/05/2018 17:15","Part One",4.233.930.487,"-7.105.521.510"
I182037111,"Auto Theft","15/05/2018 17:30","Part One",4.234.534.430,"-7.108.023.887"
I182037317,Larceny,"15/05/2018 17:30","Part One",4.234.862.382,"-7.108.277.637"
I182036998,"Aggravated Assault","15/05/2018 17:46","Part One",4.227.855.984,"-7.109.199.697"
I182037755,Robbery,"15/05/2018 18:30","Part One",4.229.489.981,"-7.108.805.852"
I182040165,"Auto Theft","15/05/2018 19:11","Part One",4.228.059.505,"-7.117.091.524"
I182037018,"Aggravated Assault","15/05/2018 19:16","Part One",4.233.152.148,"-7.107.085.307"
I182037020,"Commercial Burglary","15/05/2018 19:45","Part One",4.236.478.627,"-7.105.825.825"
I182037065,"Larceny From Motor Vehicle","15/05/2018 20:00","Part One",4.234.529.523,"-7.109.509.486"
I182037043,Robbery,"15/05/2018 20:04","Part One",4.229.026.233,"-7.107.473.856"
I182037045,Robbery,"15/05/2018 21:37","Part One",4.230.082.268,"-7.108.589.873"
I182053895,"Auto Theft","15/05/2018 22:35","Part One",4.230.468.252,"-7.105.627.865"
I182037081,"Residential Burglary","15/05/2018 23:12","Part One",4.233.183.055,"-7.109.746.037"
I182037071,"Commercial Burglary","16/05/2018 01:01","Part One",4.228.471.678,"-7.112.998.991"
I182037089,Robbery,"16/05/2018 04:45","Part One",4.235.110.203,"-7.105.735.186"
I182037096,"Larceny From Motor Vehicle","16/05/2018 07:26","Part One",4.230.308.131,"-7.105.945.101"
I182037107,Larceny,"16/05/2018 08:12","Part One",4.228.446.743,"-7.111.183.089"
I182037135,"Larceny From Motor Vehicle","16/05/2018 08:57","Part One",4.228.782.510,"-7.106.417.651"
I182037817,Larceny,"16/05/2018 09:00","Part One",4.230.114.533,"-7.105.991.447"
I182037124,Larceny,"16/05/2018 09:53","Part One",4.227.056.677,"-7.110.100.994"
I182050968,Larceny,"16/05/2018 10:00","Part One",4.235.602.373,"-7.106.177.615"
I182038731,"Larceny From Motor Vehicle","16/05/2018 11:00","Part One",4.234.430.114,"-7.108.761.830"
I182037148,"Larceny From Motor Vehicle","16/05/2018 11:31","Part One",4.230.703.587,"-7.108.410.227"
I182037179,Larceny,"16/05/2018 12:04","Part One",4.229.098.335,"-7.108.912.013"
I182037165,Larceny,"16/05/2018 12:12","Part One",4.235.053.569,"-7.106.119.400"
I182039310,Larceny,"16/05/2018 12:50","Part One",4.231.877.172,"-7.107.357.119"
I182037349,"Residential Burglary","16/05/2018 13:00","Part One",4.231.871.968,"-7.108.610.630"
I182037204,Larceny,"16/05/2018 14:06","Part One",4.235.393.493,"-7.113.652.595"
I182037256,Larceny,"16/05/2018 15:10","Part One",4.225.546.877,"-7.112.417.959"
I182037274,Larceny,"16/05/2018 15:27","Part One",4.235.794.791,"-7.105.082.219"
I182037244,Larceny,"16/05/2018 15:57","Part One",4.231.928.523,"-7.105.027.167"
I182037532,"Residential Burglary","16/05/2018 16:00","Part One",4.232.107.166,"-7.108.510.371"
I182039075,"Larceny From Motor Vehicle","16/05/2018 16:00","Part One",4.235.884.764,"-7.106.828.451"
I182037248,"Larceny From Motor Vehicle","16/05/2018 16:13","Part One",4.230.645.148,"-7.107.730.382"
I182037246,"Larceny From Motor Vehicle","16/05/2018 16:15","Part One",4.230.468.252,"-7.105.627.865"
I182037230,Larceny,"16/05/2018 16:19","Part One",4.233.697.857,"-7.105.500.277"
I182037306,"Aggravated Assault","16/05/2018 18:00","Part One",4.235.061.995,"-7.107.009.458"
I182037402,"Commercial Burglary","16/05/2018 18:00","Part One",4.235.168.787,"-7.117.409.904"
I182037504,"Auto Theft","16/05/2018 18:00","Part One",4.233.313.016,"-7.105.145.759"
I182037610,Larceny,"16/05/2018 18:00","Part One",4.234.980.175,"-7.107.840.978"
I182037278,"Larceny From Motor Vehicle","16/05/2018 18:36","Part One",4.229.681.643,"-7.104.853.785"
I182037290,Larceny,"16/05/2018 18:52","Part One",4.234.840.576,"-7.108.688.339"
I182037310,Larceny,"16/05/2018 19:31","Part One",4.228.410.589,"-7.104.608.937"
I182037304,Larceny,"16/05/2018 19:39","Part One",4.235.095.909,"-7.107.412.780"
I182037444,"Larceny From Motor Vehicle","16/05/2018 20:00","Part One",4.229.140.820,"-7.113.141.389"
I182037430,Larceny,"16/05/2018 20:30","Part One",4.235.997.967,"-7.105.474.135"
I182037331,Larceny,"16/05/2018 21:06","Part One",4.231.928.523,"-7.105.027.167"
I182037342,"Auto Theft","16/05/2018 21:32","Part One",4.230.916.950,"-7.106.485.555"
I182037347,Robbery,"16/05/2018 21:57","Part One",4.235.068.065,"-7.112.769.723"
I182037361,Robbery,"16/05/2018 23:10","Part One",4.226.788.791,"-7.110.067.012"
I182038171,Larceny,"17/05/2018 00:01","Part One",4.235.265.112,"-7.104.757.739"
I182037369,"Larceny From Motor Vehicle","17/05/2018 00:42","Part One",4.229.579.205,"-7.106.245.826"
I182037367,"Residential Burglary","17/05/2018 00:46","Part One",4.230.697.065,"-7.110.607.199"
I182037381,"Larceny From Motor Vehicle","17/05/2018 03:27","Part One",4.234.852.918,"-7.107.805.107"
I182037382,"Auto Theft","17/05/2018 04:02","Part One",4.233.640.891,"-7.108.565.039"
I182037406,Larceny,"17/05/2018 08:05","Part One",4.237.620.267,"-7.103.979.926"
I182038064,Larceny,"17/05/2018 08:08","Part One",4.234.280.177,"-7.110.069.510"
I182037401,Larceny,"17/05/2018 08:37","Part One",4.233.123.776,"-7.109.140.736"
I182037897,"Larceny From Motor Vehicle","17/05/2018 09:00","Part One",4.236.445.569,"-7.106.845.778"
I182037728,"Larceny From Motor Vehicle","17/05/2018 09:30","Part One",4.233.041.695,"-7.104.768.183"
I182037433,"Aggravated Assault","17/05/2018 09:56","Part One",4.227.855.984,"-7.109.199.697"
I182038597,Larceny,"17/05/2018 10:00","Part One",4.233.845.708,"-7.107.309.843"
I182037638,Larceny,"17/05/2018 10:30","Part One",4.234.040.563,"-7.114.548.726"
I182038082,"Larceny From Motor Vehicle","17/05/2018 11:00","Part One",4.231.792.145,"-7.106.540.622"
I182037720,"Larceny From Motor Vehicle","17/05/2018 11:30","Part One",4.235.590.084,"-7.107.058.043"
I182037466,Larceny,"17/05/2018 11:42","Part One",4.235.095.909,"-7.107.412.780"
I182037991,Larceny,"17/05/2018 12:00","Part One",4.232.939.634,"-7.108.879.667"
I182037492,Larceny,"17/05/2018 12:24","Part One",4.235.095.909,"-7.107.412.780"
I182037589,Larceny,"17/05/2018 12:45","Part One",4.235.283.467,"-7.106.008.151"
I182037983,Larceny,"17/05/2018 13:00","Part One",4.234.319.453,"-7.106.880.537"
I182037505,Robbery,"17/05/2018 13:24","Part One",4.234.825.252,"-7.106.924.615"
I182037960,Larceny,"17/05/2018 13:30","Part One",4.234.402.604,"-7.109.615.503"
I182039770,Larceny,"17/05/2018 13:30","Part One",4.234.280.177,"-7.110.069.510"
I182037536,Larceny,"17/05/2018 14:39","Part One",4.231.281.398,"-7.105.849.562"
I182037531,"Aggravated Assault","17/05/2018 14:55","Part One",4.233.123.776,"-7.109.140.736"
I182037840,"Auto Theft","17/05/2018 14:55","Part One",4.229.044.163,"-7.112.385.832"
I182039438,Larceny,"17/05/2018 14:55","Part One",4.235.486.542,"-7.113.259.322"
I182037535,Larceny,"17/05/2018 15:06","Part One",4.228.336.300,"-7.105.037.781"
I182037545,"Residential Burglary","17/05/2018 15:06","Part One",4.234.451.294,"-7.108.049.717"
I182043760,Larceny,"17/05/2018 15:06","Part One",4.234.446.622,"-7.114.136.327"
I182037549,Larceny,"17/05/2018 15:27","Part One",4.225.189.440,"-7.112.535.310"
I182037581,"Aggravated Assault","17/05/2018 15:29","Part One",4.231.727.185,"-7.106.218.928"
I182037567,Larceny,"17/05/2018 16:10","Part One",4.235.095.909,"-7.107.412.780"
I182037575,"Residential Burglary","17/05/2018 16:34","Part One",4.233.129.745,"-7.104.864.886"
I182038976,"Larceny From Motor Vehicle","17/05/2018 17:00","Part One",4.235.166.613,"-7.107.569.173"
I182037671,"Larceny From Motor Vehicle","17/05/2018 17:30","Part One",4.235.077.593,"-7.107.281.844"
I182037585,Larceny,"17/05/2018 17:45","Part One",4.232.560.048,"-7.105.761.264"
I182037588,"Aggravated Assault","17/05/2018 17:46","Part One",4.234.893.308,"-7.116.177.266"
I182037661,"Residential Burglary","17/05/2018 17:57","Part One",4.229.290.563,"-7.106.955.795"
I182038109,"Larceny From Motor Vehicle","17/05/2018 18:00","Part One",4.231.917.110,"-7.109.192.415"
I182040094,"Larceny From Motor Vehicle","17/05/2018 18:00","Part One",4.234.155.222,"-7.108.632.280"
I182037635,Larceny,"17/05/2018 18:15","Part One",4.234.243.945,"-7.108.445.530"
I182037612,Larceny,"17/05/2018 18:17","Part One",4.233.048.674,"-7.108.312.052"
I182037832,"Aggravated Assault","17/05/2018 19:00","Part One",4.231.408.477,"-7.109.624.126"
I182037625,"Aggravated Assault","17/05/2018 19:10","Part One",4.227.527.670,"-7.109.554.245"
I182037626,"Aggravated Assault","17/05/2018 19:17","Part One",4.234.483.984,"-7.106.740.492"
I182039408,Larceny,"17/05/2018 19:17","Part One",4.236.045.096,"-7.105.644.018"
I182037628,Larceny,"17/05/2018 19:25","Part One",4.229.017.432,"-7.108.808.525"
I182039406,Larceny,"17/05/2018 20:01","Part One",4.236.045.096,"-7.105.644.018"
I182037843,Larceny,"17/05/2018 21:00","Part One",4.234.862.382,"-7.108.277.637"
I182037662,Larceny,"17/05/2018 21:46","Part One",4.234.710.196,"-7.108.841.746"
I182037731,"Larceny From Motor Vehicle","17/05/2018 22:00","Part One",4.230.600.262,"-7.105.878.720"
I182037673,"Aggravated Assault","17/05/2018 22:30","Part One",4.235.521.429,"-7.106.206.351"
I182037852,Robbery,"17/05/2018 22:30","Part One",4.237.601.727,"-7.106.391.748"
I182037721,"Commercial Burglary","17/05/2018 23:00","Part One",4.223.603.929,"-7.112.718.154"
I182037685,"Larceny From Motor Vehicle","17/05/2018 23:11","Part One",4.233.059.030,"-7.103.888.028"
I182037698,Larceny,"18/05/2018 00:00","Part One",4.232.701.527,"-7.106.704.910"
I182037706,"Aggravated Assault","18/05/2018 00:05","Part One",4.232.930.936,"-7.106.898.572"
I182037692,"Commercial Burglary","18/05/2018 00:23","Part One",4.235.555.882,"-7.105.849.336"
I182037686,"Auto Theft","18/05/2018 00:26","Part One",4.231.689.952,"-7.107.805.727"
I182037862,"Larceny From Motor Vehicle","18/05/2018 01:00","Part One",4.228.756.847,"-7.112.281.551"
I182037708,"Aggravated Assault","18/05/2018 02:01","Part One",4.232.104.169,"-7.107.215.291"
I182037793,"Residential Burglary","18/05/2018 07:00","Part One",4.233.056.977,"-7.109.959.089"
I182037989,Larceny,"18/05/2018 07:00","Part One",4.233.474.924,"-7.103.631.736"
I182041218,Larceny,"18/05/2018 08:00","Part One",4.235.011.966,"-7.105.016.978"
I182037743,"Aggravated Assault","18/05/2018 08:20","Part One",4.235.178.454,"-7.105.590.762"
I182037745,"Residential Burglary","18/05/2018 09:51","Part One",4.232.042.206,"-7.109.360.887"
I182037922,Larceny,"18/05/2018 10:00","Part One",4.227.932.093,"-7.113.662.577"
I182037749,"Larceny From Motor Vehicle","18/05/2018 10:03","Part One",4.230.144.714,"-7.107.681.348"
I182037814,Larceny,"18/05/2018 10:26","Part One",4.237.382.755,"-7.104.052.459"
I182039832,Larceny,"18/05/2018 10:48","Part One",4.234.251.263,"-7.114.363.495"
I182037772,Larceny,"18/05/2018 11:01","Part One",4.232.221.645,"-7.108.206.723"
I182037785,"Larceny From Motor Vehicle","18/05/2018 11:19","Part One",4.229.023.297,"-7.112.015.968"
I182041359,"Residential Burglary","18/05/2018 12:00","Part One",4.234.654.105,"-7.113.514.595"
I182037816,"Aggravated Assault","18/05/2018 12:29","Part One",4.229.147.791,"-7.106.486.888"
I182037819,Larceny,"18/05/2018 12:30","Part One",4.236.203.200,"-7.105.668.000"
I182037836,Robbery,"18/05/2018 12:38","Part One",4.235.311.007,"-7.106.432.264"
I182038703,"Auto Theft","18/05/2018 13:00","Part One",4.236.559.118,"-7.105.743.320"
I182037835,Larceny,"18/05/2018 13:25","Part One",4.234.813.158,"-7.108.027.002"
I182037890,Larceny,"18/05/2018 14:15","Part One",4.237.500.072,"-7.103.417.919"
I182037857,"Residential Burglary","18/05/2018 14:25","Part One",4.231.961.263,"-7.104.566.609"
I182051050,"Larceny From Motor Vehicle","18/05/2018 15:00","Part One",4.229.979.690,"-7.106.533.457"
I182037868,Larceny,"18/05/2018 15:09","Part One",4.234.862.382,"-7.108.277.637"
I182037932,Larceny,"18/05/2018 15:42","Part One",4.235.329.785,"-7.113.405.028"
I182039335,Larceny,"18/05/2018 16:00","Part One",4.237.638.326,"-7.103.124.103"
I182038769,Larceny,"18/05/2018 16:33","Part One",4.237.051.363,"-7.103.336.022"
I182037913,Larceny,"18/05/2018 16:43","Part One",4.232.593.326,"-7.108.345.591"
I182038090,"Larceny From Motor Vehicle","18/05/2018 17:00","Part One",4.231.026.891,"-7.108.931.055"
I182037899,Larceny,"18/05/2018 17:01","Part One",4.237.421.104,"-7.103.918.485"
I182037910,"Aggravated Assault","18/05/2018 17:28","Part One",4.235.095.909,"-7.107.412.780"
I182038820,"Auto Theft","18/05/2018 17:30","Part One",4.230.397.603,"-7.110.476.982"
I182038125,"Auto Theft","18/05/2018 18:00","Part One",4.235.134.781,"-7.115.403.802"
I182038855,"Aggravated Assault","18/05/2018 18:00","Part One",4.227.093.117,"-7.109.491.775"
I182037949,Larceny,"18/05/2018 18:05","Part One",4.226.623.736,"-7.116.843.346"
I182037930,Larceny,"18/05/2018 18:10","Part One",4.233.723.047,"-7.108.414.231"
I182037978,"Other Burglary","18/05/2018 18:30","Part One",4.234.453.911,"-7.107.358.770"
I182037965,Larceny,"18/05/2018 19:00","Part One",4.231.929.343,"-7.111.178.236"
I182038620,"Larceny From Motor Vehicle","18/05/2018 19:30","Part One",4.234.507.147,"-7.108.057.788"
I182037972,"Aggravated Assault","18/05/2018 20:27","Part One",4.227.531.312,"-7.111.587.798"
I182037985,"Auto Theft","18/05/2018 21:00","Part One",4.225.562.672,"-7.112.228.109"
I182038086,Robbery,"18/05/2018 21:00","Part One",4.231.590.032,"-7.109.820.045"
I182038135,Larceny,"18/05/2018 21:15","Part One",4.235.061.143,"-7.105.955.813"
I182037992,Larceny,"18/05/2018 21:30","Part One",4.234.349.682,"-7.106.929.112"
I182037999,"Aggravated Assault","18/05/2018 21:41","Part One",4.231.854.554,"-7.109.866.300"
I182038007,Larceny,"18/05/2018 22:25","Part One",4.235.152.813,"-7.106.248.241"
I182038008,Larceny,"18/05/2018 22:53","Part One",4.234.877.575,"-7.109.606.805"
I182038015,"Larceny From Motor Vehicle","18/05/2018 23:33","Part One",4.231.616.575,"-7.109.588.901"
I182038025,"Larceny From Motor Vehicle","19/05/2018 00:31","Part One",4.234.007.996,"-7.105.069.754"
I182038029,Larceny,"19/05/2018 01:12","Part One",4.235.325.379,"-7.104.872.410"
I182038022,"Aggravated Assault","19/05/2018 01:35","Part One",4.230.553.202,"-7.107.031.161"
I182038028,Larceny,"19/05/2018 02:42","Part One",4.232.711.298,"-7.107.662.935"
I182038114,Larceny,"19/05/2018 03:00","Part One",4.234.601.794,"-7.107.976.037"
I182038057,"Larceny From Motor Vehicle","19/05/2018 03:10","Part One",4.233.511.904,"-7.107.491.710"
I182038207,"Auto Theft","19/05/2018 04:00","Part One",4.231.528.286,"-7.106.221.372"
I182038215,Larceny,"19/05/2018 04:00","Part One",4.235.331.987,"-7.106.102.314"
I182039943,"Residential Burglary","19/05/2018 04:00","Part One",4.231.022.576,"-7.106.905.888"
I182038054,"Commercial Burglary","19/05/2018 04:58","Part One",4.229.963.709,"-7.105.851.176"
I182038072,"Larceny From Motor Vehicle","19/05/2018 05:30","Part One",4.231.894.876,"-7.111.204.326"
I182038059,Larceny,"19/05/2018 07:10","Part One",4.235.326.469,"-7.115.626.648"
I182038095,Larceny,"19/05/2018 09:00","Part One",4.231.661.027,"-7.105.669.382"
I182039014,Larceny,"19/05/2018 09:00","Part One",4.235.554.806,"-7.106.073.140"
I182038102,"Aggravated Assault","19/05/2018 09:53","Part One",4.231.743.922,"-7.107.547.845"
I182038678,"Auto Theft","19/05/2018 10:00","Part One",4.234.141.304,"-7.114.166.935"
I182038094,"Commercial Burglary","19/05/2018 10:15","Part One",4.229.217.530,"-7.117.519.031"
I182038111,Larceny,"19/05/2018 11:30","Part One",4.231.775.594,"-7.106.673.388"
I182039208,"Auto Theft","19/05/2018 12:00","Part One",4.230.131.086,"-7.108.443.841"
I182040187,Larceny,"19/05/2018 12:00","Part One",4.230.460.133,"-7.111.552.139"
I182038140,Larceny,"19/05/2018 12:28","Part One",4.229.131.613,"-7.107.170.293"
I182038192,Larceny,"19/05/2018 14:00","Part One",4.234.730.980,"-7.107.915.167"
I182038198,"Auto Theft","19/05/2018 14:00","Part One",4.234.116.632,"-7.107.537.694"
I182038636,"Auto Theft","19/05/2018 14:00","Part One",4.232.048.568,"-7.106.398.934"
I182038160,"Auto Theft","19/05/2018 14:28","Part One",4.233.416.500,"-7.103.533.745"
I182038464,"Larceny From Motor Vehicle","19/05/2018 16:00","Part One",4.233.248.496,"-7.104.981.163"
I182038774,"Larceny From Motor Vehicle","19/05/2018 16:00","Part One",4.231.585.120,"-7.108.190.735"
I182038240,"Residential Burglary","19/05/2018 16:30","Part One",4.231.408.477,"-7.109.624.126"
I182038221,"Aggravated Assault","19/05/2018 18:15","Part One",4.229.714.531,"-7.107.409.528"
I182038220,"Larceny From Motor Vehicle","19/05/2018 19:22","Part One",4.230.638.323,"-7.106.021.218"
I182038224,"Auto Theft","19/05/2018 19:36","Part One",4.239.001.126,"-7.101.170.314"
I182038227,"Aggravated Assault","19/05/2018 19:36","Part One",4.234.901.954,"-7.108.130.134"
I182038674,Larceny,"19/05/2018 21:00","Part One",4.235.037.870,"-7.107.626.098"
I182038247,"Aggravated Assault","19/05/2018 21:02","Part One",4.237.932.087,"-7.105.914.440"
I182038251,Larceny,"19/05/2018 21:29","Part One",4.235.512.339,"-7.106.087.980"
I182038314,"Auto Theft","19/05/2018 22:00","Part One",4.227.650.961,"-7.113.100.618"
I182038426,Larceny,"19/05/2018 22:30","Part One",4.235.218.278,"-7.105.567.880"
I182039118,Larceny,"19/05/2018 22:49","Part One",4.235.741.043,"-7.105.962.130"
I182038978,"Auto Theft","19/05/2018 23:00","Part One",4.235.994.365,"-7.112.832.469"
I182040042,Larceny,"19/05/2018 23:00","Part One",4.234.857.652,"-7.107.772.012"
I182038449,"Larceny From Motor Vehicle","19/05/2018 23:15","Part One",4.235.314.550,"-7.107.763.936"
I182039325,Larceny,"20/05/2018 00:00","Part One",4.231.265.126,"-7.111.414.509"
I182038285,Robbery,"20/05/2018 00:01","Part One",4.230.387.085,"-7.107.048.462"
I182038276,Larceny,"20/05/2018 00:08","Part One",4.232.809.966,"-7.106.321.676"
I182038299,"Aggravated Assault","20/05/2018 00:55","Part One",4.233.511.904,"-7.107.491.710"
I182038284,"Residential Burglary","20/05/2018 01:09","Part One",4.228.374.593,"-7.108.938.232"
I182038302,"Residential Burglary","20/05/2018 02:11","Part One",4.230.455.372,"-7.108.295.366"
I182038301,"Commercial Burglary","20/05/2018 02:12","Part One",4.223.603.929,"-7.112.718.154"
