INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182038699;Larceny;20/05/2018 22:30;Part One;4.236.038.173;-7.106.285.769
I182038535;Robbery;20/05/2018 22:35;Part One;4.228.250.165;-7.106.363.830
I182038582;Larceny;21/05/2018 00:00;Part One;4.225.767.476;-7.112.367.146
I182039411;Larceny;21/05/2018 00:00;Part One;4.235.185.194;-7.107.334.626
I182038559;Larceny;21/05/2018 01:35;Part One;4.234.901.546;-7.115.160.335
I182038583;Robbery;21/05/2018 05:45;Part One;4.235.074.197;-7.106.006.135
I182038589;Larceny;21/05/2018 08:03;Part One;4.231.615.184;-7.109.795.135
I182038750;Aggravated Assault;21/05/2018 09:01;Part One;4.231.966.899;-7.108.474.412
I182038816;Larceny;21/05/2018 11:00;Part One;4.233.311.189;-7.107.276.370
I182038761;Larceny;21/05/2018 12:10;Part One;4.235.115.433;-7.106.547.895
I182038751;Larceny;21/05/2018 13:00;Part One;4.232.553.801;-7.106.579.592
I182038749;Larceny;21/05/2018 14:00;Part One;4.232.553.801;-7.106.579.592
I182038753;Residential Burglary;21/05/2018 15:30;Part One;4.232.824.866;-7.109.087.012
I182038763;Robbery;21/05/2018 16:25;Part One;4.229.506.405;-7.105.672.533
I182049789;Auto Theft;21/05/2018 17:00;Part One;4.230.573.129;-7.105.755.949
I182038798;Residential Burglary;21/05/2018 17:33;Part One;4.231.898.335;-7.105.892.331
I182038808;Auto Theft;21/05/2018 18:52;Part One;4.232.635.760;-7.107.886.301
I182038852;Larceny;21/05/2018 20:00;Part One;4.235.329.808;-7.113.504.948
I182039036;Larceny From Motor Vehicle;21/05/2018 21:00;Part One;4.234.107.785;-7.105.223.295
I182038922;Auto Theft;21/05/2018 22:00;Part One;4.234.194.788;-7.108.362.479
I182039237;Larceny From Motor Vehicle;21/05/2018 23:00;Part One;4.238.197.360;-7.103.768.922
I182038913;Commercial Burglary;22/05/2018 05:03;Part One;4.235.115.300;-7.108.161.374
I182038928;Aggravated Assault;22/05/2018 08:39;Part One;4.230.781.095;-7.107.581.764
I182038948;Residential Burglary;22/05/2018 09:52;Part One;4.225.846.087;-7.112.905.384
I182038982;Larceny;22/05/2018 11:41;Part One;4.231.359.796;-7.109.039.946
I182039113;Larceny;22/05/2018 12:15;Part One;4.235.408.145;-7.105.977.436
I182039021;Larceny;22/05/2018 12:39;Part One;4.232.553.801;-7.106.579.592
I182039052;Larceny;22/05/2018 13:49;Part One;4.236.402.978;-7.112.863.340
I182039062;Larceny;22/05/2018 14:39;Part One;4.228.714.820;-7.106.493.039
I182039093;Aggravated Assault;22/05/2018 15:19;Part One;4.234.980.175;-7.107.840.978
I182041627;Larceny;22/05/2018 16:44;Part One;4.234.391.716;-7.108.967.541
I182039158;Larceny;22/05/2018 18:02;Part One;4.229.848.866;-7.106.313.294
I182039168;Robbery;22/05/2018 18:38;Part One;4.237.845.716;-7.106.251.441
I182039442;Larceny From Motor Vehicle;22/05/2018 20:00;Part One;4.230.698.421;-7.107.827.070
I182039233;Larceny;22/05/2018 21:17;Part One;4.232.752.693;-7.105.541.255
I182039239;Robbery;22/05/2018 23:08;Part One;4.228.208.198;-7.107.364.875
I182040128;Other Burglary;23/05/2018 00:26;Part One;4.236.151.417;-7.113.019.629
I182039258;Aggravated Assault;23/05/2018 02:17;Part One;4.230.984.689;-7.107.566.330
I182039602;Residential Burglary;23/05/2018 07:30;Part One;4.234.775.725;-7.113.856.303
I182039524;Residential Burglary;23/05/2018 08:00;Part One;4.233.992.934;-7.108.105.852
I182039301;Larceny;23/05/2018 08:46;Part One;4.229.848.866;-7.106.313.294
I182039319;Commercial Burglary;23/05/2018 09:13;Part One;4.235.064.439;-7.106.811.584
I182039759;Larceny From Motor Vehicle;23/05/2018 12:00;Part One;4.234.645.150;-7.106.986.052
I182039537;Larceny;23/05/2018 13:30;Part One;4.234.862.382;-7.108.277.637
I182041555;Larceny;23/05/2018 13:49;Part One;4.227.819.847;-7.107.522.971
I182039421;Larceny;23/05/2018 14:19;Part One;4.225.385.421;-7.111.403.046
I182039462;Larceny;23/05/2018 15:20;Part One;4.235.120.708;-7.105.987.799
I182039490;Larceny;23/05/2018 15:54;Part One;4.235.176.179;-7.107.452.168
I182039496;Residential Burglary;23/05/2018 16:40;Part One;4.236.082.233;-7.106.944.605
I182039510;Larceny;23/05/2018 17:22;Part One;4.233.611.200;-7.104.665.434
I182039564;Robbery;23/05/2018 18:54;Part One;4.237.826.676;-7.106.520.304
I182039597;Larceny;23/05/2018 19:00;Part One;4.232.809.577;-7.109.974.298
I182039672;Larceny From Motor Vehicle;23/05/2018 20:00;Part One;4.229.630.635;-7.113.626.504
I182039567;Larceny;23/05/2018 20:22;Part One;4.234.190.663;-7.108.016.868
I182039663;Commercial Burglary;23/05/2018 21:00;Part One;4.230.022.551;-7.107.468.313
I182039615;Auto Theft;23/05/2018 22:15;Part One;4.234.904.181;-7.113.573.308
I182039671;Larceny From Motor Vehicle;24/05/2018 00:00;Part One;4.230.305.364;-7.105.863.777
I182040045;Larceny From Motor Vehicle;24/05/2018 01:00;Part One;4.234.198.669;-7.107.532.282
I182039649;Robbery;24/05/2018 03:22;Part One;4.231.342.215;-7.109.348.975
I182039667;Larceny;24/05/2018 08:09;Part One;4.236.109.742;-7.106.206.081
I182039884;Larceny;24/05/2018 09:30;Part One;4.234.932.234;-7.107.210.216
I182039707;Auto Theft;24/05/2018 11:11;Part One;4.225.395.990;-7.111.962.283
I182039844;Residential Burglary;24/05/2018 12:00;Part One;4.232.765.033;-7.110.408.925
I182040328;Larceny;24/05/2018 13:30;Part One;4.231.730.290;-7.105.793.388
I182039771;Larceny;24/05/2018 14:25;Part One;4.235.997.967;-7.105.474.135
I182039787;Larceny;24/05/2018 15:20;Part One;4.238.560.980;-7.100.130.495
I182040440;Larceny;24/05/2018 16:30;Part One;4.234.410.718;-7.110.180.260
I182039824;Larceny;24/05/2018 17:33;Part One;4.231.485.546;-7.109.922.410
I182039846;Robbery;24/05/2018 18:18;Part One;4.234.862.382;-7.108.277.637
I182040078;Larceny From Motor Vehicle;24/05/2018 19:00;Part One;4.234.691.733;-7.115.166.773
I182039881;Larceny;24/05/2018 19:02;Part One;4.226.994.732;-7.109.380.308
I182039891;Robbery;24/05/2018 20:16;Part One;4.230.131.086;-7.108.443.841
I182039951;Larceny From Motor Vehicle;24/05/2018 21:30;Part One;4.229.458.592;-7.105.593.300
I182040199;Aggravated Assault;25/05/2018 02:49;Part One;4.230.962.068;-7.106.006.083
I182042146;Larceny From Motor Vehicle;25/05/2018 07:00;Part One;4.233.313.554;-7.107.558.077
I182041315;Larceny;25/05/2018 09:00;Part One;4.228.302.721;-7.109.197.317
I182040345;Larceny From Motor Vehicle;25/05/2018 11:15;Part One;4.231.514.179;-7.106.704.709
I182040038;Larceny From Motor Vehicle;25/05/2018 12:26;Part One;4.228.802.455;-7.108.351.887
I182040055;Residential Burglary;25/05/2018 13:00;Part One;4.230.803.768;-7.108.359.213
I182040070;Robbery;25/05/2018 14:12;Part One;4.232.665.471;-7.110.679.596
I182040085;Residential Burglary;25/05/2018 14:55;Part One;4.230.302.842;-7.111.398.512
I182040119;Larceny;25/05/2018 15:52;Part One;4.235.380.161;-7.105.620.401
I182040142;Robbery;25/05/2018 17:37;Part One;4.233.511.904;-7.107.491.710
I182040190;Larceny;25/05/2018 19:49;Part One;4.228.512.354;-7.104.405.667
I182040183;Larceny From Motor Vehicle;25/05/2018 20:04;Part One;4.233.853.253;-7.105.661.146
I182040196;Larceny;25/05/2018 20:59;Part One;4.231.917.223;-7.107.026.435
I182040297;Residential Burglary;25/05/2018 23:00;Part One;4.231.538.852;-7.110.783.395
I182040886;Aggravated Assault;26/05/2018 00:05;Part One;4.237.949.215;-7.103.685.008
I182040273;Residential Burglary;26/05/2018 02:10;Part One;4.230.806.355;-7.110.254.489
I182040277;Aggravated Assault;26/05/2018 02:50;Part One;4.236.811.400;-7.103.798.232
I182040286;Aggravated Assault;26/05/2018 03:35;Part One;4.230.775.024;-7.108.273.084
I182041117;Other Burglary;26/05/2018 06:59;Part One;4.228.548.467;-7.113.894.626
I182040309;Aggravated Assault;26/05/2018 07:58;Part One;4.234.932.471;-7.108.014.801
I182040322;Robbery;26/05/2018 09:01;Part One;4.231.840.696;-7.107.635.410
I182040339;Larceny;26/05/2018 10:18;Part One;4.228.413.536;-7.106.957.385
I182040464;Residential Burglary;26/05/2018 11:00;Part One;4.230.806.355;-7.110.254.489
I182041397;Larceny;26/05/2018 12:00;Part One;4.237.790.964;-7.106.082.439
I182040417;Larceny;26/05/2018 14:02;Part One;4.234.840.576;-7.108.688.339
I182040477;Larceny;26/05/2018 14:30;Part One;4.228.477.931;-7.106.223.825
I182040444;Larceny;26/05/2018 17:00;Part One;4.235.272.948;-7.106.256.291
I182040466;Larceny;26/05/2018 17:06;Part One;4.229.848.866;-7.106.313.294
I182040613;Larceny From Motor Vehicle;26/05/2018 20:00;Part One;4.229.123.683;-7.105.450.229
I182040542;Larceny From Motor Vehicle;26/05/2018 21:15;Part One;4.234.543.327;-7.107.739.498
I182040523;Larceny From Motor Vehicle;26/05/2018 22:20;Part One;4.233.748.967;-7.107.196.107
I182040538;Aggravated Assault;26/05/2018 23:28;Part One;4.234.011.469;-7.105.339.029
I182040584;Larceny From Motor Vehicle;27/05/2018 02:28;Part One;4.235.979.038;-7.107.078.234
I182040591;Larceny From Motor Vehicle;27/05/2018 06:17;Part One;4.233.219.302;-7.104.505.385
I182040616;Larceny;27/05/2018 11:00;Part One;4.231.496.145;-7.108.952.210
I182040632;Larceny;27/05/2018 12:16;Part One;4.235.090.060;-7.106.068.690
I182040663;Aggravated Assault;27/05/2018 13:52;Part One;4.229.073.239;-7.108.528.234
I182040720;Larceny;27/05/2018 16:00;Part One;4.235.648.631;-7.105.928.145
I182040963;Residential Burglary;27/05/2018 17:00;Part One;4.230.675.232;-7.111.524.949
I182040861;Larceny From Motor Vehicle;27/05/2018 18:00;Part One;4.233.474.924;-7.103.631.736
I182040778;Auto Theft;27/05/2018 21:39;Part One;4.231.236.298;-7.106.890.381
I182041009;Larceny From Motor Vehicle;27/05/2018 23:00;Part One;4.232.850.940;-7.108.043.739
I182040810;Commercial Burglary;28/05/2018 00:05;Part One;4.233.557.815;-7.103.867.318
I182040828;Larceny From Motor Vehicle;28/05/2018 02:18;Part One;4.233.562.126;-7.107.582.361
I182040872;Auto Theft;28/05/2018 10:22;Part One;4.230.348.022;-7.105.842.644
I182040898;Larceny;28/05/2018 12:17;Part One;4.229.648.529;-7.105.968.306
I182040928;Larceny;28/05/2018 14:21;Part One;4.232.809.966;-7.106.321.676
I182040959;Aggravated Assault;28/05/2018 16:36;Part One;4.230.703.835;-7.106.615.319
I182040970;Aggravated Assault;28/05/2018 17:15;Part One;4.233.210.843;-7.107.014.395
I182040988;Larceny From Motor Vehicle;28/05/2018 18:50;Part One;4.233.710.030;-7.105.011.638
I182041003;Larceny;28/05/2018 19:08;Part One;4.234.749.899;-7.107.925.506
I182041024;Auto Theft;28/05/2018 20:20;Part One;4.230.576.686;-7.108.097.517
I182041019;Aggravated Assault;28/05/2018 20:44;Part One;4.233.159.837;-7.105.159.631
I182041049;Larceny;28/05/2018 22:47;Part One;4.233.816.387;-7.107.461.217
I182061989;Larceny From Motor Vehicle;29/05/2018 00:00;Part One;4.233.962.338;-7.110.649.737
I182041073;Auto Theft;29/05/2018 01:26;Part One;4.234.901.954;-7.108.130.134
I182041092;Aggravated Assault;29/05/2018 04:30;Part One;4.232.900.380;-7.107.838.214
I182041343;Residential Burglary;29/05/2018 07:00;Part One;4.231.496.145;-7.108.952.210
I182041173;Larceny;29/05/2018 10:01;Part One;4.234.011.469;-7.105.339.029
I182041184;Larceny From Motor Vehicle;29/05/2018 11:13;Part One;4.231.633.855;-7.106.879.992
I182041487;Larceny;29/05/2018 12:00;Part One;4.230.086.318;-7.105.788.196
I182041256;Larceny;29/05/2018 14:04;Part One;4.226.701.085;-7.112.096.171
I182041266;Larceny;29/05/2018 14:59;Part One;4.234.862.382;-7.108.277.637
I182041286;Larceny;29/05/2018 15:34;Part One;4.230.086.318;-7.105.788.196
I182041529;Larceny From Motor Vehicle;29/05/2018 17:00;Part One;4.230.933.950;-7.110.717.343
I182046177;Larceny;29/05/2018 17:30;Part One;4.231.185.766;-7.111.023.952
I182041329;Larceny;29/05/2018 17:48;Part One;4.237.421.104;-7.103.918.485
I182041350;Larceny;29/05/2018 18:12;Part One;4.235.979.038;-7.107.078.234
I182041383;Larceny;29/05/2018 19:25;Part One;4.234.999.733;-7.108.103.440
I182041372;Aggravated Assault;29/05/2018 20:12;Part One;4.237.374.231;-7.103.905.688
I182041381;Larceny;29/05/2018 20:51;Part One;4.233.422.242;-7.105.280.798
I182045286;Larceny;30/05/2018 08:00;Part One;4.228.990.216;-7.105.509.305
I182044135;Larceny;30/05/2018 09:00;Part One;4.233.997.789;-7.106.614.372
I182041498;Larceny From Motor Vehicle;30/05/2018 11:09;Part One;4.226.983.458;-7.110.003.437
I182041535;Aggravated Assault;30/05/2018 12:10;Part One;4.233.380.683;-7.110.377.843
I182041586;Aggravated Assault;30/05/2018 14:37;Part One;4.233.401.829;-7.107.638.124
I182041616;Aggravated Assault;30/05/2018 15:58;Part One;4.234.862.382;-7.108.277.637
I182041635;Larceny;30/05/2018 16:18;Part One;4.234.746.241;-7.109.826.597
I182041653;Larceny;30/05/2018 17:12;Part One;4.233.772.156;-7.104.474.209
I182041672;Larceny;30/05/2018 18:48;Part One;4.231.929.343;-7.111.178.236
I182041687;Larceny;30/05/2018 19:29;Part One;4.231.929.343;-7.111.178.236
I182041689;Robbery;30/05/2018 20:08;Part One;4.237.968.456;-7.103.428.645
I182041701;Aggravated Assault;30/05/2018 20:33;Part One;4.231.288.478;-7.106.698.234
I182041913;Larceny From Motor Vehicle;30/05/2018 22:00;Part One;4.238.140.071;-7.107.026.396
I182065108;Auto Theft;30/05/2018 23:59;Part One;4.230.468.252;-7.105.627.865
I182041756;Larceny;31/05/2018 01:55;Part One;4.232.859.700;-7.108.274.741
I182042060;Larceny;31/05/2018 07:00;Part One;4.235.540.113;-7.113.090.649
I182042004;Residential Burglary;31/05/2018 07:30;Part One;4.232.665.471;-7.110.679.596
I182041791;Commercial Burglary;31/05/2018 09:19;Part One;4.235.037.870;-7.107.626.098
I182043647;Larceny From Motor Vehicle;31/05/2018 10:20;Part One;4.229.360.585;-7.107.188.650
I182041827;Other Burglary;31/05/2018 11:19;Part One;4.231.679.542;-7.107.964.562
I182041887;Larceny;31/05/2018 11:30;Part One;4.233.721.215;-7.107.597.603
I182041855;Aggravated Assault;31/05/2018 12:04;Part One;4.233.152.148;-7.107.085.307
I182041883;Larceny;31/05/2018 12:30;Part One;4.233.207.616;-7.107.145.394
I182042162;Larceny;31/05/2018 13:00;Part One;4.230.629.234;-7.107.803.259
I182041889;Larceny;31/05/2018 14:12;Part One;4.234.442.266;-7.109.833.083
I182042935;Larceny;31/05/2018 14:41;Part One;4.234.601.613;-7.109.381.210
I182041958;Aggravated Assault;31/05/2018 17:00;Part One;4.235.294.166;-7.115.110.370
I182041951;Larceny From Motor Vehicle;31/05/2018 17:36;Part One;4.234.872.889;-7.106.799.395
I182044021;Residential Burglary;31/05/2018 19:00;Part One;4.230.806.355;-7.110.254.489
I182044881;Larceny;31/05/2018 19:30;Part One;4.227.380.942;-7.111.996.035
I182042381;Larceny From Motor Vehicle;31/05/2018 20:00;Part One;4.231.290.884;-7.110.986.001
I182042024;Larceny;31/05/2018 20:41;Part One;4.236.394.509;-7.105.942.841
I182042142;Larceny From Motor Vehicle;31/05/2018 21:00;Part One;4.234.266.946;-7.114.098.779
I182042039;Robbery;31/05/2018 21:21;Part One;4.228.287.754;-7.108.474.489
I182042148;Larceny From Motor Vehicle;31/05/2018 21:30;Part One;4.232.103.493;-7.106.348.926
I182042230;Commercial Burglary;31/05/2018 22:00;Part One;4.228.537.376;-7.112.928.626
I182042087;Larceny From Motor Vehicle;01/06/2018 01:33;Part One;4.229.783.416;-7.107.693.008
I182042137;Larceny From Motor Vehicle;01/06/2018 03:00;Part One;4.229.660.463;-7.107.692.684
I182042115;Commercial Burglary;01/06/2018 05:06;Part One;4.230.989.454;-7.108.231.854
I182042150;Larceny;01/06/2018 09:15;Part One;4.233.044.113;-7.108.373.481
I182042156;Aggravated Assault;01/06/2018 10:00;Part One;4.234.453.911;-7.107.358.770
I182044102;Larceny;01/06/2018 13:16;Part One;4.234.693.807;-7.109.266.111
I182042297;Larceny;01/06/2018 14:23;Part One;4.234.583.312;-7.109.845.531
I182042566;Larceny;01/06/2018 15:00;Part One;4.234.840.576;-7.108.688.339
I182042302;Auto Theft;01/06/2018 16:00;Part One;4.235.563.811;-7.105.360.316
I182042305;Residential Burglary;01/06/2018 16:42;Part One;4.232.969.471;-7.107.044.410
I182042377;Aggravated Assault;01/06/2018 18:19;Part One;4.233.237.733;-7.108.237.779
I182042358;Auto Theft;01/06/2018 19:30;Part One;4.223.631.051;-7.113.231.083
I182042380;Larceny;01/06/2018 21:39;Part One;4.235.059.717;-7.107.881.031
I182043510;Larceny;02/06/2018 00:00;Part One;4.235.565.410;-7.106.143.259
I182042456;Larceny;02/06/2018 01:23;Part One;4.229.767.279;-7.104.941.018
I182042454;Aggravated Assault;02/06/2018 03:45;Part One;4.231.743.398;-7.107.038.844
I182050363;Residential Burglary;02/06/2018 06:00;Part One;4.227.076.625;-7.110.750.829
I182042477;Larceny;02/06/2018 07:39;Part One;4.236.122.324;-7.106.593.235
I182042510;Larceny;02/06/2018 10:25;Part One;4.228.557.285;-7.106.873.824
I182042513;Larceny;02/06/2018 11:34;Part One;4.234.862.382;-7.108.277.637
I182042656;Larceny From Motor Vehicle;02/06/2018 13:30;Part One;4.226.309.961;-7.112.527.877
I182042556;Robbery;02/06/2018 14:16;Part One;4.231.087.647;-7.110.444.580
I182042596;Larceny;02/06/2018 15:00;Part One;4.233.581.104;-7.105.575.441
I182042606;Larceny;02/06/2018 15:30;Part One;4.237.448.704;-7.106.708.679
I182045210;Larceny;02/06/2018 16:20;Part One;4.235.118.146;-7.108.824.120
I182042788;Larceny;02/06/2018 18:00;Part One;4.235.193.461;-7.106.048.592
I182042638;Larceny;02/06/2018 18:14;Part One;4.228.783.644;-7.108.101.039
I182042664;Aggravated Assault;02/06/2018 19:38;Part One;4.227.133.005;-7.108.299.865
I182042660;Robbery;02/06/2018 21:10;Part One;4.232.461.801;-7.110.804.116
I182042677;Robbery;02/06/2018 22:11;Part One;4.229.848.866;-7.106.313.294
I182042737;Larceny From Motor Vehicle;02/06/2018 22:30;Part One;4.231.832.089;-7.109.934.810
I182042700;Aggravated Assault;02/06/2018 23:55;Part One;4.233.611.200;-7.104.665.434
I182042709;Robbery;03/06/2018 00:51;Part One;4.229.196.961;-7.107.795.509
I182043473;Larceny;03/06/2018 01:15;Part One;4.236.423.840;-7.106.165.515
I182042747;Robbery;03/06/2018 04:38;Part One;4.230.238.064;-7.108.711.830
I182042793;Larceny;03/06/2018 11:36;Part One;4.229.131.613;-7.107.170.293
I182043145;Larceny;03/06/2018 13:00;Part One;4.234.442.266;-7.109.833.083
I182042880;Larceny;03/06/2018 15:00;Part One;4.228.728.494;-7.115.306.857
I182042905;Larceny From Motor Vehicle;03/06/2018 16:37;Part One;4.234.202.009;-7.108.732.129
I182042869;Larceny;03/06/2018 17:07;Part One;4.234.932.471;-7.108.014.801
I182042870;Larceny;03/06/2018 17:17;Part One;4.234.840.576;-7.108.688.339
I182042922;Auto Theft;03/06/2018 18:30;Part One;4.236.402.978;-7.112.863.340
I182042910;Aggravated Assault;03/06/2018 19:18;Part One;4.234.923.356;-7.107.328.090
I182042986;Auto Theft;03/06/2018 23:00;Part One;4.229.190.075;-7.109.029.516
I182042999;Larceny;04/06/2018 01:00;Part One;4.227.273.548;-7.106.792.411
I182043005;Robbery;04/06/2018 07:58;Part One;4.231.558.145;-7.106.614.890
I182057092;Auto Theft;04/06/2018 08:44;Part One;4.234.771.287;-7.107.374.933
I182043006;Auto Theft;04/06/2018 09:24;Part One;4.231.741.922;-7.109.567.995
I182043186;Residential Burglary;04/06/2018 10:00;Part One;4.230.915.823;-7.106.402.751
I182043039;Residential Burglary;04/06/2018 11:15;Part One;4.231.408.477;-7.109.624.126
I182043056;Residential Burglary;04/06/2018 12:03;Part One;4.230.870.132;-7.107.932.755
I182050947;Larceny;04/06/2018 13:30;Part One;4.234.338.684;-7.107.474.635
I182043126;Larceny;04/06/2018 14:16;Part One;4.231.788.176;-7.108.911.975
I182043136;Larceny;04/06/2018 17:00;Part One;4.234.862.382;-7.108.277.637
I182043192;Larceny;04/06/2018 18:00;Part One;4.235.602.373;-7.106.177.615
I182043254;Larceny From Motor Vehicle;04/06/2018 18:35;Part One;4.230.715.639;-7.106.245.539
I182043260;Auto Theft;04/06/2018 19:30;Part One;4.231.898.335;-7.105.892.331
I182043224;Larceny;04/06/2018 19:56;Part One;4.233.675.016;-7.107.662.788
I182043218;Aggravated Assault;04/06/2018 20:39;Part One;4.233.237.733;-7.108.237.779
I182043628;Larceny From Motor Vehicle;04/06/2018 23:00;Part One;4.228.722.413;-7.108.617.420
I182043997;Robbery;05/06/2018 00:00;Part One;4.235.907.171;-7.105.973.044
I182043240;Larceny;05/06/2018 00:38;Part One;4.238.229.155;-7.104.036.424
I182043525;Residential Burglary;05/06/2018 07:00;Part One;4.232.617.421;-7.108.118.336
I182043414;Auto Theft;05/06/2018 07:30;Part One;4.233.383.092;-7.106.605.663
I182044027;Larceny;05/06/2018 08:30;Part One;4.235.754.620;-7.105.881.953
I182043311;Larceny;05/06/2018 10:20;Part One;4.234.583.312;-7.109.845.531
I182043346;Larceny;05/06/2018 11:51;Part One;4.236.891.445;-7.103.399.585
I182043347;Larceny;05/06/2018 12:37;Part One;4.230.728.941;-7.105.849.912
I182043380;Larceny;05/06/2018 13:14;Part One;4.234.096.857;-7.114.721.092
I182043394;Larceny;05/06/2018 13:44;Part One;4.235.095.909;-7.107.412.780
I182045486;Larceny;05/06/2018 15:00;Part One;4.228.266.579;-7.116.873.265
I182043423;Robbery;05/06/2018 15:31;Part One;4.226.788.791;-7.110.067.012
I182043468;Larceny;05/06/2018 17:06;Part One;4.234.932.471;-7.108.014.801
I182043493;Larceny;05/06/2018 18:08;Part One;4.235.548.407;-7.113.741.814
I182043518;Larceny;05/06/2018 19:10;Part One;4.226.194.848;-7.110.971.613
I182043535;Larceny;05/06/2018 19:51;Part One;4.237.760.217;-7.106.129.684
I182043514;Aggravated Assault;05/06/2018 20:29;Part One;4.233.186.291;-7.111.239.420
I182043542;Larceny;05/06/2018 21:44;Part One;4.232.621.728;-7.107.694.147
I182043561;Homicide;05/06/2018 22:49;Part One;4.229.808.992;-7.107.178.667
I182044415;Larceny;06/06/2018 00:30;Part One;4.233.897.466;-7.109.696.315
I182044299;Residential Burglary;06/06/2018 06:30;Part One;4.229.085.881;-7.104.906.172
I182043602;Larceny From Motor Vehicle;06/06/2018 07:26;Part One;4.234.996.240;-7.114.762.531
I182043752;Larceny;06/06/2018 08:30;Part One;4.236.600.842;-7.106.403.504
I182043881;Larceny;06/06/2018 10:00;Part One;4.234.009.709;-7.108.979.310
I182043668;Larceny;06/06/2018 11:31;Part One;4.231.322.413;-7.105.715.277
I182043675;Larceny;06/06/2018 12:11;Part One;4.236.659.952;-7.105.895.339
I182043719;Larceny;06/06/2018 13:05;Part One;4.232.903.760;-7.105.694.505
I182043737;Aggravated Assault;06/06/2018 15:09;Part One;4.235.375.411;-7.113.225.621
I182043740;Larceny;06/06/2018 15:29;Part One;4.234.840.576;-7.108.688.339
I182043989;Larceny From Motor Vehicle;06/06/2018 16:00;Part One;4.236.339.154;-7.105.488.123
I182043992;Larceny;06/06/2018 17:25;Part One;4.235.074.192;-7.107.146.111
I182043836;Larceny;06/06/2018 18:15;Part One;4.235.083.019;-7.105.641.803
I182043961;Robbery;06/06/2018 18:30;Part One;4.239.214.603;-7.100.893.922
I182044408;Residential Burglary;06/06/2018 19:00;Part One;4.233.094.957;-7.104.139.054
I182043850;Larceny;06/06/2018 20:14;Part One;4.234.862.382;-7.108.277.637
I182043883;Robbery;06/06/2018 22:50;Part One;4.235.459.106;-7.106.219.010
I182044035;Auto Theft;07/06/2018 00:00;Part One;4.229.903.803;-7.105.780.292
I182043897;Larceny;07/06/2018 01:06;Part One;4.235.037.870;-7.107.626.098
I182043906;Aggravated Assault;07/06/2018 01:40;Part One;4.236.038.173;-7.106.285.769
I182044152;Residential Burglary;07/06/2018 06:20;Part One;4.226.521.474;-7.111.024.138
I182043933;Larceny From Motor Vehicle;07/06/2018 07:14;Part One;4.230.480.488;-7.106.421.426
I182043973;Larceny From Motor Vehicle;07/06/2018 09:06;Part One;4.233.127.785;-7.104.619.451
I182043962;Aggravated Assault;07/06/2018 10:00;Part One;4.231.161.123;-7.107.625.600
I182043987;Larceny;07/06/2018 11:27;Part One;4.234.657.497;-7.107.438.650
I182044175;Residential Burglary;07/06/2018 12:30;Part One;4.233.011.110;-7.105.611.033
I182044036;Larceny;07/06/2018 14:11;Part One;4.232.197.670;-7.110.908.316
I182044419;Larceny;07/06/2018 14:28;Part One;4.232.919.289;-7.108.730.233
I182044316;Auto Theft;07/06/2018 15:00;Part One;4.230.889.840;-7.108.305.190
I182044380;Aggravated Assault;07/06/2018 15:20;Part One;4.226.476.280;-7.114.657.354
I182044095;Aggravated Assault;07/06/2018 16:39;Part One;4.233.063.414;-7.105.214.251
I182044270;Larceny From Motor Vehicle;07/06/2018 18:00;Part One;4.228.789.854;-7.105.005.400
I182045322;Larceny;07/06/2018 18:46;Part One;4.236.039.960;-7.105.482.846
I182044142;Larceny;07/06/2018 19:02;Part One;4.236.194.242;-7.113.385.673
I182044462;Larceny;07/06/2018 20:29;Part One;4.233.401.829;-7.107.638.124
I182044202;Residential Burglary;07/06/2018 21:42;Part One;4.228.918.711;-7.106.973.172
I182044263;Auto Theft;07/06/2018 23:00;Part One;4.228.594.500;-7.111.870.650
I182044365;Larceny From Motor Vehicle;08/06/2018 00:00;Part One;4.231.086.884;-7.106.319.661
I182044255;Larceny From Motor Vehicle;08/06/2018 01:00;Part One;4.229.184.853;-7.115.597.364
I182044249;Robbery;08/06/2018 04:09;Part One;4.234.577.820;-7.108.429.595
I182044607;Larceny From Motor Vehicle;08/06/2018 07:57;Part One;4.233.792.266;-7.109.526.598
I182044439;Larceny;08/06/2018 09:00;Part One;4.236.348.797;-7.105.025.766
I182045206;Robbery;08/06/2018 12:43;Part One;4.235.822.966;-7.105.362.239
I182045522;Larceny;08/06/2018 13:15;Part One;4.234.300.537;-7.107.966.820
I182044441;Larceny;08/06/2018 14:22;Part One;4.228.512.354;-7.104.405.667
I182044433;Larceny;08/06/2018 15:00;Part One;4.235.420.018;-7.106.185.184
I182044452;Larceny From Motor Vehicle;08/06/2018 16:13;Part One;4.236.700.659;-7.105.629.777
I182044615;Larceny From Motor Vehicle;08/06/2018 18:00;Part One;4.234.369.126;-7.109.103.450
I182044486;Larceny;08/06/2018 19:29;Part One;4.235.595.391;-7.113.852.468
I182044498;Larceny;08/06/2018 19:55;Part One;4.234.391.716;-7.108.967.541
I182044521;Larceny;08/06/2018 20:59;Part One;4.232.469.443;-7.110.087.902
I182044564;Aggravated Assault;08/06/2018 22:50;Part One;4.233.152.148;-7.107.085.307
I182044892;Robbery;08/06/2018 23:00;Part One;4.227.980.181;-7.116.196.326
I182044559;Aggravated Assault;08/06/2018 23:56;Part One;4.226.857.609;-7.109.574.826
I182044546;Aggravated Assault;09/06/2018 00:08;Part One;4.232.194.840;-7.108.138.427
