INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182050728;Larceny From Motor Vehicle;09/06/2018 01:00;Part One;4.235.316.369;-7.112.820.416
I182044595;Larceny;09/06/2018 02:38;Part One;4.233.721.215;-7.107.597.603
I182044586;Robbery;09/06/2018 03:33;Part One;4.234.823.537;-7.106.288.251
I182060074;Larceny;09/06/2018 08:00;Part One;4.238.777.475;-7.101.769.231
I182044955;Larceny;09/06/2018 10:00;Part One;4.230.238.403;-7.107.781.168
I182044666;Larceny;09/06/2018 12:19;Part One;4.226.994.732;-7.109.380.308
I182044688;Larceny;09/06/2018 13:20;Part One;4.231.696.650;-7.108.254.058
I182044694;Residential Burglary;09/06/2018 13:41;Part One;4.227.158.947;-7.107.752.678
I182045219;Larceny;09/06/2018 14:00;Part One;4.232.121.288;-7.108.175.476
I182044706;Larceny;09/06/2018 14:33;Part One;4.235.595.391;-7.113.852.468
I182044740;Aggravated Assault;09/06/2018 15:30;Part One;4.235.594.239;-7.106.258.333
I182044722;Aggravated Assault;09/06/2018 16:02;Part One;4.228.968.383;-7.112.256.982
I182044774;Larceny;09/06/2018 17:21;Part One;4.235.521.625;-7.106.012.863
I182044906;Larceny From Motor Vehicle;09/06/2018 18:30;Part One;4.233.052.378;-7.105.624.330
I182044770;Aggravated Assault;09/06/2018 19:30;Part One;4.233.233.682;-7.107.129.642
I182044780;Auto Theft;09/06/2018 21:05;Part One;4.234.241.899;-7.109.678.306
I182044816;Aggravated Assault;09/06/2018 22:05;Part One;4.235.145.666;-7.106.167.557
I182049176;Larceny;09/06/2018 23:58;Part One;4.234.880.604;-7.106.285.447
I182044832;Robbery;10/06/2018 00:51;Part One;4.228.824.992;-7.105.536.739
I182044854;Robbery;10/06/2018 02:45;Part One;4.231.331.114;-7.109.231.517
I182044905;Larceny From Motor Vehicle;10/06/2018 03:21;Part One;4.231.650.496;-7.105.803.929
I182044875;Larceny From Motor Vehicle;10/06/2018 07:07;Part One;4.232.068.819;-7.105.441.153
I182044891;Larceny;10/06/2018 10:39;Part One;4.235.521.625;-7.106.012.863
I182044912;Larceny From Motor Vehicle;10/06/2018 12:04;Part One;4.233.465.899;-7.105.505.448
I182044928;Larceny From Motor Vehicle;10/06/2018 13:29;Part One;4.227.727.230;-7.114.799.895
I182047200;Larceny;10/06/2018 14:00;Part One;4.232.535.981;-7.110.648.023
I182044939;Larceny;10/06/2018 14:47;Part One;4.234.800.978;-7.107.669.760
I182044992;Larceny;10/06/2018 15:00;Part One;4.234.862.382;-7.108.277.637
I182051005;Larceny;10/06/2018 17:00;Part One;4.237.643.941;-7.105.884.066
I182044988;Residential Burglary;10/06/2018 18:11;Part One;4.238.043.397;-7.102.817.842
I182045014;Larceny;10/06/2018 19:40;Part One;4.235.783.831;-7.105.795.495
I182045033;Larceny;10/06/2018 20:40;Part One;4.228.106.002;-7.108.420.647
I182046199;Larceny From Motor Vehicle;10/06/2018 22:00;Part One;4.228.840.766;-7.105.860.624
I182045071;Aggravated Assault;10/06/2018 22:53;Part One;4.231.959.298;-7.106.260.700
I182045301;Auto Theft;11/06/2018 00:01;Part One;4.225.632.224;-7.111.959.219
I182045090;Larceny From Motor Vehicle;11/06/2018 01:33;Part One;4.226.802.400;-7.109.301.057
I182045108;Commercial Burglary;11/06/2018 03:08;Part One;4.232.567.726;-7.105.896.831
I182045294;Larceny;11/06/2018 04:22;Part One;4.238.064.028;-7.102.628.915
I182045372;Larceny;11/06/2018 07:00;Part One;4.226.400.264;-7.111.927.878
I182045167;Larceny;11/06/2018 10:28;Part One;4.231.667.114;-7.109.743.705
I182045199;Aggravated Assault;11/06/2018 11:15;Part One;4.231.853.245;-7.105.778.998
I182046029;Larceny;11/06/2018 12:00;Part One;4.229.109.287;-7.106.594.539
I182045203;Larceny;11/06/2018 12:08;Part One;4.232.696.647;-7.106.198.607
I182045263;Larceny;11/06/2018 14:23;Part One;4.235.393.493;-7.113.652.595
I182045246;Aggravated Assault;11/06/2018 14:38;Part One;4.233.611.200;-7.104.665.434
I182050907;Larceny;11/06/2018 16:00;Part One;4.234.578.598;-7.107.942.281
I182045284;Larceny From Motor Vehicle;11/06/2018 16:31;Part One;4.233.399.643;-7.105.348.652
I182045627;Larceny From Motor Vehicle;11/06/2018 17:00;Part One;4.230.064.343;-7.105.407.063
I182045366;Aggravated Assault;11/06/2018 17:31;Part One;4.232.974.821;-7.108.454.012
I182045375;Larceny From Motor Vehicle;11/06/2018 19:57;Part One;4.224.806.163;-7.113.269.023
I182045393;Aggravated Assault;11/06/2018 20:23;Part One;4.232.701.648;-7.110.555.088
I182045404;Larceny;11/06/2018 20:45;Part One;4.237.515.337;-7.106.409.893
I182045566;Larceny From Motor Vehicle;11/06/2018 23:00;Part One;4.230.782.140;-7.108.354.076
I182045425;Aggravated Assault;11/06/2018 23:48;Part One;4.238.020.475;-7.105.741.400
I182045427;Aggravated Assault;12/06/2018 00:14;Part One;4.230.982.594;-7.106.364.294
I182045440;Larceny;12/06/2018 01:47;Part One;4.233.465.899;-7.105.505.448
I182045457;Larceny From Motor Vehicle;12/06/2018 06:27;Part One;4.231.052.866;-7.108.671.835
I182045465;Aggravated Assault;12/06/2018 07:44;Part One;4.233.152.148;-7.107.085.307
I182045472;Larceny From Motor Vehicle;12/06/2018 09:10;Part One;4.235.370.736;-7.115.560.247
I182045487;Auto Theft;12/06/2018 10:15;Part One;4.227.435.819;-7.112.403.732
I182045547;Aggravated Assault;12/06/2018 12:12;Part One;4.234.842.775;-7.107.646.876
I182045558;Larceny;12/06/2018 12:56;Part One;4.233.675.016;-7.107.662.788
I182045588;Larceny;12/06/2018 13:40;Part One;4.236.990.005;-7.104.003.478
I182045605;Auto Theft;12/06/2018 15:17;Part One;4.235.069.538;-7.107.763.999
I182045642;Aggravated Assault;12/06/2018 16:09;Part One;4.225.943.465;-7.114.798.064
I182045945;Auto Theft;12/06/2018 17:00;Part One;4.233.810.945;-7.103.749.747
I182046015;Larceny From Motor Vehicle;12/06/2018 19:00;Part One;4.233.296.171;-7.111.041.930
I182045702;Robbery;12/06/2018 19:15;Part One;4.232.476.494;-7.105.340.359
I182047374;Larceny From Motor Vehicle;12/06/2018 20:00;Part One;4.230.888.817;-7.111.553.037
I182045740;Larceny;12/06/2018 20:31;Part One;4.232.552.923;-7.107.352.421
I182045747;Aggravated Assault;12/06/2018 21:10;Part One;4.227.683.754;-7.109.526.440
I182045756;Larceny;12/06/2018 22:18;Part One;4.235.450.139;-7.105.916.774
I182045763;Larceny From Motor Vehicle;12/06/2018 22:56;Part One;4.234.543.327;-7.107.739.498
I182046688;Larceny;13/06/2018 01:00;Part One;4.234.980.175;-7.107.840.978
I182045797;Auto Theft;13/06/2018 05:19;Part One;4.227.112.941;-7.111.089.554
I182045981;Larceny From Motor Vehicle;13/06/2018 08:45;Part One;4.230.700.371;-7.108.313.157
I182046994;Larceny;13/06/2018 10:00;Part One;4.230.131.086;-7.108.443.841
I182045893;Larceny;13/06/2018 11:45;Part One;4.234.932.471;-7.108.014.801
I182046151;Aggravated Assault;13/06/2018 12:50;Part One;4.231.633.754;-7.109.326.915
I182045921;Larceny;13/06/2018 13:18;Part One;4.231.771.534;-7.109.823.049
I182045983;Aggravated Assault;13/06/2018 16:27;Part One;4.229.524.857;-7.107.108.773
I182046175;Larceny;13/06/2018 17:00;Part One;4.237.987.589;-7.103.171.809
I182046007;Larceny;13/06/2018 18:02;Part One;4.234.840.576;-7.108.688.339
I182046018;Larceny;13/06/2018 18:02;Part One;4.234.840.576;-7.108.688.339
I182046381;Auto Theft;13/06/2018 19:00;Part One;4.229.451.627;-7.105.875.403
I182046043;Residential Burglary;13/06/2018 20:28;Part One;4.229.828.416;-7.107.869.447
I182046098;Robbery;13/06/2018 22:00;Part One;4.233.676.619;-7.108.205.122
I182046136;Auto Theft;13/06/2018 22:00;Part One;4.229.326.831;-7.105.006.449
I182046738;Larceny;13/06/2018 22:30;Part One;4.236.339.154;-7.105.488.123
I182049674;Larceny;14/06/2018 00:00;Part One;4.234.208.595;-7.115.418.992
I182046095;Residential Burglary;14/06/2018 00:40;Part One;4.233.602.920;-7.107.517.847
I182046115;Aggravated Assault;14/06/2018 04:12;Part One;4.230.481.467;-7.107.218.295
I182046123;Auto Theft;14/06/2018 07:17;Part One;4.238.134.495;-7.103.238.071
I182046561;Larceny From Motor Vehicle;14/06/2018 08:00;Part One;4.233.790.301;-7.107.145.236
I182047160;Larceny;14/06/2018 10:10;Part One;4.235.256.908;-7.107.978.844
I182046633;Larceny;14/06/2018 10:30;Part One;4.228.962.239;-7.107.141.943
I182046211;Residential Burglary;14/06/2018 11:34;Part One;4.226.452.149;-7.110.429.211
I182046225;Larceny;14/06/2018 12:23;Part One;4.232.696.647;-7.106.198.607
I182046645;Residential Burglary;14/06/2018 13:20;Part One;4.237.628.888;-7.103.720.048
I182046312;Larceny;14/06/2018 14:26;Part One;4.227.357.721;-7.106.770.430
I182046285;Larceny;14/06/2018 14:58;Part One;4.233.380.683;-7.110.377.843
I182046736;Larceny;14/06/2018 16:00;Part One;4.234.410.718;-7.110.180.260
I182046342;Larceny;14/06/2018 16:21;Part One;4.234.862.382;-7.108.277.637
I182046324;Auto Theft;14/06/2018 17:36;Part One;4.233.599.239;-7.103.993.630
I182048775;Larceny;14/06/2018 18:00;Part One;4.232.987.323;-7.109.590.774
I182046390;Residential Burglary;14/06/2018 19:42;Part One;4.232.337.421;-7.109.103.005
I182052016;Larceny;14/06/2018 20:00;Part One;4.236.384.816;-7.105.695.080
I182047211;Auto Theft;14/06/2018 21:30;Part One;4.234.102.033;-7.107.972.113
I182046428;Aggravated Assault;14/06/2018 22:22;Part One;4.229.109.287;-7.106.594.539
I182046587;Larceny From Motor Vehicle;14/06/2018 22:45;Part One;4.229.278.755;-7.106.177.616
I182046441;Larceny From Motor Vehicle;14/06/2018 23:51;Part One;4.232.557.398;-7.105.248.130
I182046461;Robbery;15/06/2018 02:19;Part One;4.235.251.005;-7.106.719.166
I182046485;Aggravated Assault;15/06/2018 04:00;Part One;4.229.360.585;-7.107.188.650
I182046730;Residential Burglary;15/06/2018 07:30;Part One;4.228.813.676;-7.109.475.747
I182046498;Larceny From Motor Vehicle;15/06/2018 08:16;Part One;4.228.965.721;-7.107.728.118
I182046562;Auto Theft;15/06/2018 10:00;Part One;4.231.771.185;-7.109.836.379
I182046550;Larceny;15/06/2018 11:24;Part One;4.231.193.403;-7.111.429.090
I182046628;Larceny;15/06/2018 12:10;Part One;4.234.852.699;-7.106.486.875
I182046928;Larceny From Motor Vehicle;15/06/2018 12:30;Part One;4.232.221.452;-7.111.412.686
I182046598;Robbery;15/06/2018 13:31;Part One;4.233.139.659;-7.108.232.496
I182046590;Larceny;15/06/2018 13:49;Part One;4.234.412.628;-7.109.942.777
I182046863;Larceny From Motor Vehicle;15/06/2018 15:00;Part One;4.231.282.319;-7.106.746.355
I182047419;Larceny From Motor Vehicle;15/06/2018 16:00;Part One;4.230.511.375;-7.108.243.230
I182049156;Larceny;15/06/2018 16:30;Part One;4.228.306.037;-7.107.138.829
I182047805;Larceny;15/06/2018 17:00;Part One;4.235.196.671;-7.105.415.459
I182046712;Aggravated Assault;15/06/2018 17:26;Part One;4.225.833.321;-7.115.771.218
I182046834;Larceny;15/06/2018 19:00;Part One;4.234.601.613;-7.109.381.210
I182046803;Larceny;15/06/2018 19:30;Part One;4.228.807.981;-7.111.467.175
I182050844;Larceny;15/06/2018 20:00;Part One;4.235.370.021;-7.106.174.510
I182046854;Larceny From Motor Vehicle;15/06/2018 23:00;Part One;4.229.471.439;-7.106.289.394
I182046818;Aggravated Assault;16/06/2018 00:43;Part One;4.229.122.100;-7.105.989.080
I182046887;Larceny From Motor Vehicle;16/06/2018 01:30;Part One;4.229.594.238;-7.106.190.644
I182049050;Auto Theft;16/06/2018 03:30;Part One;4.233.046.536;-7.107.442.945
I182049160;Auto Theft;16/06/2018 08:00;Part One;4.234.875.218;-7.108.564.343
I182046908;Robbery;16/06/2018 09:40;Part One;4.228.657.334;-7.106.408.374
I182047199;Residential Burglary;16/06/2018 10:30;Part One;4.231.060.867;-7.105.225.582
I182047021;Larceny From Motor Vehicle;16/06/2018 12:15;Part One;4.230.889.362;-7.107.410.474
I182046918;Larceny;16/06/2018 12:47;Part One;4.235.157.076;-7.107.186.599
I182047251;Larceny;16/06/2018 13:30;Part One;4.237.627.664;-7.105.383.757
I182046966;Residential Burglary;16/06/2018 15:44;Part One;4.228.981.696;-7.106.760.634
I182047808;Larceny;16/06/2018 18:00;Part One;4.233.210.843;-7.107.014.395
I182047003;Larceny;16/06/2018 18:23;Part One;4.233.380.683;-7.110.377.843
I182047027;Larceny;16/06/2018 20:30;Part One;4.234.335.170;-7.109.135.364
I182047040;Larceny From Motor Vehicle;16/06/2018 21:53;Part One;4.231.736.234;-7.107.724.596
I182047057;Aggravated Assault;16/06/2018 22:14;Part One;4.231.788.176;-7.108.911.975
I182047960;Larceny;17/06/2018 00:05;Part One;4.227.968.299;-7.109.286.048
I182047095;Residential Burglary;17/06/2018 01:10;Part One;4.233.248.496;-7.104.981.163
I182047121;Robbery;17/06/2018 02:46;Part One;4.235.555.336;-7.115.274.721
I182047128;Auto Theft;17/06/2018 03:20;Part One;4.231.433.402;-7.109.791.405
I182047141;Larceny;17/06/2018 07:34;Part One;4.234.353.469;-7.109.980.109
I182047158;Robbery;17/06/2018 09:05;Part One;4.238.229.155;-7.104.036.424
I182047163;Residential Burglary;17/06/2018 10:11;Part One;4.238.783.615;-7.101.203.798
I182047314;Larceny;17/06/2018 11:00;Part One;4.235.961.316;-7.105.195.809
I182047181;Larceny;17/06/2018 11:31;Part One;4.234.430.114;-7.108.761.830
I182047197;Larceny;17/06/2018 12:46;Part One;4.237.499.333;-7.103.982.596
I182047215;Larceny;17/06/2018 14:47;Part One;4.234.862.382;-7.108.277.637
I182047223;Residential Burglary;17/06/2018 15:26;Part One;4.236.912.985;-7.103.659.529
I182047237;Larceny;17/06/2018 16:07;Part One;4.235.591.935;-7.106.000.539
I182047567;Larceny From Motor Vehicle;17/06/2018 16:40;Part One;4.232.411.838;-7.106.461.321
I182047248;Aggravated Assault;17/06/2018 18:10;Part One;4.234.827.698;-7.107.038.932
I182047263;Larceny From Motor Vehicle;17/06/2018 19:00;Part One;4.232.105.956;-7.107.313.291
I182047390;Auto Theft;17/06/2018 20:45;Part One;4.231.046.991;-7.110.700.424
I182047324;Larceny From Motor Vehicle;17/06/2018 21:15;Part One;4.235.108.400;-7.105.939.500
I182047299;Auto Theft;17/06/2018 22:10;Part One;4.232.614.559;-7.105.349.144
I182047322;Aggravated Assault;17/06/2018 22:52;Part One;4.237.784.577;-7.103.303.551
I182047320;Larceny;17/06/2018 23:24;Part One;4.234.937.839;-7.113.249.037
I182047329;Larceny From Motor Vehicle;18/06/2018 00:35;Part One;4.228.987.906;-7.108.948.844
I182047364;Auto Theft;18/06/2018 08:11;Part One;4.233.191.971;-7.105.210.788
I182047654;Residential Burglary;18/06/2018 08:30;Part One;4.234.126.852;-7.115.750.565
I182048120;Larceny;18/06/2018 10:00;Part One;4.235.540.738;-7.106.312.433
I182049644;Larceny;18/06/2018 12:46;Part One;4.233.781.374;-7.110.659.848
I182047920;Larceny;18/06/2018 13:01;Part One;4.234.682.759;-7.107.088.281
I182047515;Larceny;18/06/2018 14:34;Part One;4.234.999.733;-7.108.103.440
I182047544;Larceny;18/06/2018 16:18;Part One;4.235.157.076;-7.107.186.599
I182047560;Aggravated Assault;18/06/2018 16:51;Part One;4.232.665.471;-7.110.679.596
I182047578;Aggravated Assault;18/06/2018 17:33;Part One;4.231.224.327;-7.107.549.901
I182047626;Larceny;18/06/2018 19:00;Part One;4.236.196.785;-7.105.354.580
I182048449;Aggravated Assault;18/06/2018 19:30;Part One;4.234.634.313;-7.108.482.013
I182047633;Robbery;18/06/2018 20:25;Part One;4.229.277.639;-7.107.659.233
I182047710;Larceny From Motor Vehicle;18/06/2018 21:00;Part One;4.235.756.667;-7.107.135.724
I182047676;Larceny From Motor Vehicle;18/06/2018 22:00;Part One;4.235.174.282;-7.106.275.940
I182047650;Residential Burglary;18/06/2018 22:12;Part One;4.227.639.356;-7.110.175.026
I182047863;Residential Burglary;18/06/2018 23:00;Part One;4.234.571.916;-7.108.562.464
I182047694;Aggravated Assault;19/06/2018 00:00;Part One;4.235.043.297;-7.105.873.158
I182047695;Larceny From Motor Vehicle;19/06/2018 01:00;Part One;4.229.652.112;-7.105.229.661
I182047706;Residential Burglary;19/06/2018 02:57;Part One;4.228.963.980;-7.107.046.114
I182047717;Larceny From Motor Vehicle;19/06/2018 07:29;Part One;4.228.414.025;-7.109.305.138
I182047725;Larceny;19/06/2018 08:21;Part One;4.233.675.016;-7.107.662.788
I182047755;Larceny;19/06/2018 09:52;Part One;4.233.695.500;-7.107.747.000
I182047897;Residential Burglary;19/06/2018 11:00;Part One;4.232.311.753;-7.110.666.220
I182047814;Auto Theft;19/06/2018 12:23;Part One;4.234.543.327;-7.107.739.498
I182047812;Larceny;19/06/2018 12:46;Part One;4.235.176.179;-7.107.452.168
I182047834;Larceny;19/06/2018 13:25;Part One;4.231.771.534;-7.109.823.049
I182047857;Robbery;19/06/2018 14:40;Part One;4.237.915.428;-7.106.022.431
I182051805;Larceny From Motor Vehicle;19/06/2018 17:00;Part One;4.229.310.024;-7.113.758.389
I182048486;Larceny From Motor Vehicle;19/06/2018 18:00;Part One;4.229.979.065;-7.105.954.439
I182048046;Larceny From Motor Vehicle;19/06/2018 19:30;Part One;4.230.040.780;-7.107.647.974
I182048022;Larceny;19/06/2018 22:13;Part One;4.228.187.061;-7.108.751.152
I182051895;Aggravated Assault;20/06/2018 00:00;Part One;4.227.661.501;-7.108.029.831
I182048070;Commercial Burglary;20/06/2018 02:18;Part One;4.235.739.591;-7.107.008.873
I182048788;Larceny;20/06/2018 06:45;Part One;4.233.453.931;-7.104.528.284
I182048086;Residential Burglary;20/06/2018 08:43;Part One;4.225.943.465;-7.114.798.064
I182048117;Aggravated Assault;20/06/2018 09:51;Part One;4.229.926.303;-7.107.626.513
I182050037;Larceny;20/06/2018 10:50;Part One;4.234.044.966;-7.108.845.935
I182048811;Larceny;20/06/2018 11:52;Part One;4.238.048.207;-7.106.087.725
I182048147;Larceny;20/06/2018 12:08;Part One;4.233.543.394;-7.108.076.738
I182066541;Larceny;20/06/2018 12:49;Part One;4.234.255.587;-7.109.807.867
I182048201;Aggravated Assault;20/06/2018 13:00;Part One;4.235.928.700;-7.105.379.102
I182048191;Residential Burglary;20/06/2018 13:42;Part One;4.232.386.050;-7.107.600.196
I182048211;Aggravated Assault;20/06/2018 13:59;Part One;4.237.912.706;-7.106.122.663
I182048233;Auto Theft;20/06/2018 16:07;Part One;4.230.052.010;-7.106.490.653
I182048548;Larceny From Motor Vehicle;20/06/2018 16:58;Part One;4.233.906.470;-7.115.642.795
I182048399;Larceny From Motor Vehicle;20/06/2018 17:20;Part One;4.233.090.030;-7.104.410.205
I182048257;Larceny;20/06/2018 17:54;Part One;4.234.862.382;-7.108.277.637
I182049356;Larceny;20/06/2018 18:30;Part One;4.235.892.253;-7.105.635.419
I182048989;Larceny;20/06/2018 20:00;Part One;4.235.972.137;-7.105.852.360
I182048320;Residential Burglary;20/06/2018 21:17;Part One;4.232.648.547;-7.105.487.817
I182048855;Larceny;21/06/2018 00:00;Part One;4.233.744.115;-7.108.057.671
I182048376;Larceny From Motor Vehicle;21/06/2018 03:39;Part One;4.233.783.596;-7.115.961.704
I182048384;Auto Theft;21/06/2018 07:25;Part One;4.232.428.841;-7.106.343.262
I182048412;Residential Burglary;21/06/2018 08:30;Part One;4.231.197.821;-7.109.737.435
I182054825;Larceny From Motor Vehicle;21/06/2018 09:00;Part One;4.230.626.249;-7.107.633.157
I182049154;Larceny;21/06/2018 10:00;Part One;4.229.496.605;-7.111.572.398
I182048476;Robbery;21/06/2018 10:34;Part One;4.233.572.403;-7.107.232.651
I182048448;Larceny;21/06/2018 11:31;Part One;4.233.744.152;-7.110.428.096
I182050021;Auto Theft;21/06/2018 12:00;Part One;4.233.426.518;-7.109.822.171
I182048477;Auto Theft;21/06/2018 12:13;Part One;4.234.234.193;-7.105.633.276
I182048481;Larceny;21/06/2018 13:12;Part One;4.232.809.966;-7.106.321.676
I182048498;Auto Theft;21/06/2018 14:30;Part One;4.230.889.840;-7.108.305.190
I182048645;Larceny;21/06/2018 16:07;Part One;4.234.693.807;-7.109.266.111
I182048546;Larceny;21/06/2018 16:46;Part One;4.233.920.737;-7.110.778.506
I182048591;Auto Theft;21/06/2018 19:21;Part One;4.234.314.406;-7.109.589.305
I182048809;Larceny;21/06/2018 21:00;Part One;4.234.936.718;-7.116.554.188
I182048624;Larceny;21/06/2018 21:51;Part One;4.233.210.843;-7.107.014.395
I182048631;Larceny;21/06/2018 22:18;Part One;4.234.980.175;-7.107.840.978
I182048704;Auto Theft;21/06/2018 23:00;Part One;4.228.104.853;-7.107.206.440
I182049030;Larceny From Motor Vehicle;22/06/2018 00:00;Part One;4.232.955.246;-7.111.112.429
I182048660;Larceny;22/06/2018 00:17;Part One;4.233.853.726;-7.104.931.364
I182048672;Robbery;22/06/2018 02:27;Part One;4.229.742.411;-7.107.531.358
I182048683;Larceny;22/06/2018 03:38;Part One;4.234.877.575;-7.109.606.805
I182048703;Aggravated Assault;22/06/2018 07:34;Part One;4.233.731.824;-7.105.383.210
I182048760;Larceny;22/06/2018 11:20;Part One;4.234.439.568;-7.108.632.016
I182048865;Residential Burglary;22/06/2018 13:30;Part One;4.232.463.870;-7.109.531.354
I182049117;Larceny;22/06/2018 14:30;Part One;4.235.456.406;-7.106.147.418
I182048868;Larceny;22/06/2018 17:33;Part One;4.237.907.259;-7.103.386.728
I182048914;Larceny;22/06/2018 18:00;Part One;4.235.069.538;-7.107.763.999
I182048933;Residential Burglary;22/06/2018 19:05;Part One;4.227.885.134;-7.109.833.259
