incident_number,offense_code_group,occurred_on_date,lat,long
I182072807,Auto Theft,10/09/2018 07:41,4.228.161.533,-7.108.086.179
I182072724,Larceny,09/09/2018 17:59,4.231.578.000,-7.106.639.900
I182072653,Larceny From Motor Vehicle,09/09/2018 13:56,4.233.285.027,-7.104.417.249
I182072561,Larceny,09/09/2018 03:00,4.235.398.560,-7.113.291.937
I182072430,Larceny,08/09/2018 13:00,4.234.709.349,-7.108.764.568
I182072344,Auto Theft,08/09/2018 11:57,4.233.132.994,-7.105.293.837
I182072229,Larceny,08/09/2018 00:24,4.236.643.546,-7.106.135.413
I182072133,Larceny,07/09/2018 16:10,4.237.620.267,-7.103.979.926
I182072048,Larceny,05/09/2018 10:00,4.234.827.698,-7.107.038.932
I182071951,Larceny From Motor Vehicle,07/09/2018 02:20,4.226.643.568,-7.115.155.416
I182071862,Residential Burglary,06/09/2018 18:04,4.229.104.501,-7.107.694.410
I182071765,Aggravated Assault,06/09/2018 12:26,4.228.792.347,-7.108.815.774
I182071662,Homicide,06/09/2018 03:41,4.238.605.936,-7.107.251.642
I182071555,Auto Theft,05/09/2018 17:40,4.231.190.475,-7.105.910.531
I182071454,Larceny,05/09/2018 02:00,4.233.564.208,-7.104.913.565
I182071344,Larceny,05/09/2018 00:00,4.235.969.525,-7.105.401.301
I182071260,Auto Theft,03/09/2018 00:00,4.234.943.694,-7.106.650.735
I182071154,Larceny,04/09/2018 14:35,4.228.187.061,-7.108.751.152
I182071094,Aggravated Assault,04/09/2018 12:58,4.228.079.658,-7.109.039.724
I182071023,Aggravated Assault,04/09/2018 08:07,4.227.380.942,-7.111.996.035
I182070948,Larceny,03/09/2018 20:30,4.236.643.546,-7.106.135.413
I182070838,Larceny,03/09/2018 14:00,4.234.797.240,-7.107.849.582
I182070759,Larceny From Motor Vehicle,02/09/2018 16:45,4.228.788.933,-7.112.658.585
I182070626,Larceny From Motor Vehicle,01/09/2018 16:00,4.235.025.370,-7.113.336.819
I182070553,Larceny,02/09/2018 13:20,4.235.554.806,-7.106.073.140
I182070438,Aggravated Assault,02/09/2018 00:32,4.235.832.299,-7.106.278.436
I182070346,Larceny,31/08/2018 19:00,4.233.188.687,-7.109.954.390
I182070243,Auto Theft,01/09/2018 10:35,4.233.235.328,-7.103.222.702
I182070168,Robbery,01/09/2018 01:16,4.235.650.174,-7.106.199.960
I182070051,Aggravated Assault,31/08/2018 18:55,4.225.716.913,-7.112.530.617
I182069969,Larceny From Motor Vehicle,29/08/2018 20:00,4.238.233.296,-7.107.923.596
I182069888,Auto Theft,30/08/2018 17:30,4.227.673.598,-7.106.683.537
I182069815,Residential Burglary,30/08/2018 21:56,4.230.146.198,-7.106.895.960
I182069741,Larceny From Motor Vehicle,30/08/2018 18:55,4.235.237.073,-7.107.227.173
I182069682,Larceny,30/08/2018 12:56,4.234.942.050,-7.108.315.800
I182069560,Aggravated Assault,30/08/2018 08:19,4.233.146.325,-7.105.012.560
I182069462,Larceny,29/08/2018 18:30,4.235.272.948,-7.106.256.291
I182069342,Aggravated Assault,29/08/2018 13:50,4.230.664.081,-7.108.584.976
I182069253,Larceny,28/08/2018 08:00,4.235.439.243,-7.115.736.384
I182069180,Aggravated Assault,28/08/2018 22:42,4.228.965.805,-7.108.634.397
I182069074,Larceny,28/08/2018 16:22,4.233.380.683,-7.110.377.843
I182068981,Larceny From Motor Vehicle,28/08/2018 12:19,4.232.562.939,-7.107.976.270
I182068876,Aggravated Assault,27/08/2018 22:56,4.232.104.169,-7.107.215.291
I182068813,Larceny,22/08/2018 11:30,4.231.150.724,-7.107.466.948
I182068724,Larceny,26/08/2018 09:30,4.228.728.494,-7.115.306.857
I182068614,Larceny,27/08/2018 08:20,4.229.848.675,-7.105.725.612
I182068493,Robbery,25/08/2018 22:44,4.234.958.657,-7.105.735.762
I182068422,Auto Theft,26/08/2018 13:45,4.231.709.355,-7.107.802.977
I182068312,Aggravated Assault,25/08/2018 20:30,4.230.294.389,-7.107.822.480
I182068221,Aggravated Assault,25/08/2018 18:36,4.231.933.514,-7.108.796.987
I182068160,Larceny From Motor Vehicle,25/08/2018 04:40,4.230.134.157,-7.105.661.381
I182068071,Aggravated Assault,25/08/2018 06:56,4.228.479.807,-7.108.685.632
I182067963,Residential Burglary,01/08/2018 10:00,4.234.598.862,-7.110.477.650
I182067879,Larceny,24/08/2018 14:54,4.233.561.661,-7.103.641.895
I182067769,Larceny,23/08/2018 09:44,4.234.518.280,-7.110.066.932
I182067709,Larceny,23/08/2018 23:52,4.234.877.575,-7.109.606.805
I182067614,Larceny,23/08/2018 17:22,4.230.888.817,-7.111.553.037
I182067557,Larceny,21/07/2018 06:50,4.233.825.190,-7.110.613.840
I182067483,Robbery,23/08/2018 11:37,4.233.235.400,-7.107.138.696
I182067335,Larceny From Motor Vehicle,22/08/2018 20:59,4.231.534.411,-7.109.584.709
I182067268,Larceny,17/08/2018 18:00,4.233.500.229,-7.110.169.760
I182067157,Commercial Burglary,21/08/2018 16:00,4.233.648.288,-7.103.663.037
I182067020,Larceny From Motor Vehicle,19/08/2018 18:00,4.234.460.885,-7.108.973.287
I182066920,Aggravated Assault,21/08/2018 13:11,4.238.093.345,-7.104.023.929
I182066847,Larceny,21/08/2018 10:55,4.234.410.718,-7.110.180.260
I182066736,Residential Burglary,20/08/2018 21:07,4.230.080.999,-7.106.705.066
I182066682,Auto Theft,19/08/2018 23:00,4.234.535.675,-7.108.909.650
I182066606,Residential Burglary,19/08/2018 13:00,4.229.168.072,-7.105.847.274
I182066529,Larceny From Motor Vehicle,20/08/2018 11:30,4.232.952.036,-7.108.530.641
I182066473,Larceny,19/08/2018 20:00,4.233.695.500,-7.107.747.000
I182066372,Larceny From Motor Vehicle,19/08/2018 12:00,4.232.347.517,-7.108.750.190
I182066300,Auto Theft,19/08/2018 15:06,4.232.324.394,-7.107.642.483
I182066223,Larceny From Motor Vehicle,18/08/2018 16:00,4.229.807.739,-7.105.695.195
I182066118,Larceny,18/08/2018 18:21,4.231.928.523,-7.105.027.167
I182066028,Auto Theft,17/08/2018 20:00,4.227.348.212,-7.113.779.498
I182065916,Commercial Burglary,18/08/2018 03:40,4.233.318.923,-7.103.155.905
I182065792,Larceny,17/08/2018 17:37,4.233.401.829,-7.107.638.124
I182065707,Larceny,17/08/2018 08:23,4.235.081.057,-7.105.809.136
I182065626,Larceny,16/08/2018 16:45,4.236.124.327,-7.106.497.327
I182065510,Larceny,16/08/2018 00:00,4.235.202.275,-7.105.932.000
I182065428,Larceny From Motor Vehicle,16/08/2018 15:11,4.230.385.443,-7.106.087.585
I182065355,Larceny,16/08/2018 11:42,4.235.176.179,-7.107.452.168
I182065290,Residential Burglary,15/08/2018 11:00,4.231.526.714,-7.106.306.870
I182065176,Larceny From Motor Vehicle,15/08/2018 18:15,4.231.809.368,-7.108.145.801
I182065117,Larceny,04/08/2018 08:00,4.235.194.780,-7.113.410.791
I182065012,Larceny From Motor Vehicle,10/07/2018 19:00,4.231.915.481,-7.111.102.565
I182064944,Robbery,14/08/2018 23:47,4.227.543.421,-7.109.234.389
I182064873,Auto Theft,10/08/2018 12:00,4.234.571.916,-7.108.562.464
I182064794,Larceny,15/07/2018 00:00,4.236.312.194,-7.113.056.327
I182064712,Larceny From Motor Vehicle,11/08/2018 23:00,4.227.700.963,-7.107.431.626
I182064610,Larceny,13/08/2018 21:00,4.235.997.967,-7.105.474.135
I182064499,Larceny,13/08/2018 09:00,4.231.089.986,-7.108.007.661
I182064430,Larceny From Motor Vehicle,12/08/2018 19:00,4.232.696.647,-7.106.198.607
I182064368,Larceny From Motor Vehicle,12/08/2018 19:00,4.226.322.593,-7.115.678.746
I182064262,Aggravated Assault,12/08/2018 17:41,4.229.768.954,-7.106.090.954
I182064182,Larceny,11/08/2018 20:15,4.231.193.403,-7.111.429.090
I182064134,Larceny,12/08/2018 10:09,4.227.905.730,-7.109.584.789
I182064041,Auto Theft,11/08/2018 21:27,4.229.413.563,-7.108.341.129
I182063933,Auto Theft,09/08/2018 08:00,4.232.665.471,-7.110.679.596
I182063835,Larceny From Motor Vehicle,10/08/2018 19:00,4.234.657.497,-7.107.438.650
I182063749,Larceny,10/08/2018 20:40,4.237.912.706,-7.106.122.663
I182063653,Larceny From Motor Vehicle,09/08/2018 21:00,4.234.652.179,-7.116.622.825
I182063536,Larceny From Motor Vehicle,09/08/2018 22:00,4.236.700.659,-7.105.629.777
I182063422,Larceny,09/08/2018 21:02,4.234.353.469,-7.109.980.109
I182063345,Residential Burglary,09/08/2018 07:00,4.232.093.932,-7.110.293.620
I182063246,Residential Burglary,09/08/2018 12:50,4.231.401.290,-7.108.635.277
I182063147,Larceny From Motor Vehicle,08/08/2018 17:00,4.233.139.575,-7.103.983.187
I182063049,Larceny,08/08/2018 18:00,4.234.797.240,-7.107.849.582
I182062945,Auto Theft,07/08/2018 09:20,4.233.796.886,-7.106.408.210
I182062889,Residential Burglary,08/08/2018 03:45,4.227.253.606,-7.113.622.919
I182062803,Robbery,07/08/2018 23:34,4.237.684.713,-7.103.367.179
I182062694,Larceny,07/08/2018 16:01,4.234.840.576,-7.108.688.339
I182062588,Larceny From Motor Vehicle,04/08/2018 20:00,4.233.282.966,-7.105.777.600
I182062514,Robbery,07/08/2018 03:00,4.235.131.095,-7.106.030.942
I182062364,Larceny,06/08/2018 15:15,4.234.928.287,-7.107.689.903
I182062297,Larceny,04/08/2018 17:00,4.229.779.501,-7.107.384.157
I182062236,Larceny,21/07/2018 12:36,4.236.179.428,-7.105.711.270
I182062147,Aggravated Assault,05/08/2018 23:18,4.233.790.280,-7.105.611.348
I182062049,Robbery,05/08/2018 15:40,4.230.711.484,-7.108.425.151
I182061962,Larceny From Motor Vehicle,04/08/2018 12:00,4.235.864.336,-7.114.599.484
I182061837,Larceny,04/08/2018 18:02,4.228.187.061,-7.108.751.152
I182061744,Aggravated Assault,04/08/2018 11:21,4.227.991.636,-7.109.674.377
I182061666,Residential Burglary,03/08/2018 23:36,4.229.808.992,-7.107.178.667
I182061530,Residential Burglary,03/08/2018 16:46,4.232.311.753,-7.110.666.220
I182061458,Larceny,02/08/2018 23:30,4.234.255.587,-7.109.807.867
I182061385,Residential Burglary,03/08/2018 03:15,4.235.147.715,-7.115.143.461
I182061290,Robbery,02/08/2018 22:17,4.231.640.336,-7.109.770.225
I182061182,Larceny From Motor Vehicle,02/08/2018 12:20,4.232.595.358,-7.109.665.766
I182061097,Larceny From Motor Vehicle,31/07/2018 14:00,4.226.362.350,-7.115.452.494
I182061003,Robbery,02/08/2018 08:10,4.229.861.988,-7.108.511.004
I182060889,Larceny From Motor Vehicle,29/07/2018 21:30,4.228.152.196,-7.109.008.408
I182060825,Aggravated Assault,01/08/2018 14:07,4.234.799.065,-7.106.257.300
I182060724,Larceny,01/08/2018 00:00,4.226.994.732,-7.109.380.308
I182060594,Larceny,31/07/2018 19:00,4.227.581.799,-7.113.991.259
I182060511,Larceny,31/07/2018 12:15,4.235.095.909,-7.107.412.780
I182060434,Larceny,31/07/2018 11:52,4.234.984.179,-7.107.480.212
I182060335,Larceny,30/07/2018 23:00,4.231.521.134,-7.108.783.592
I182060259,Larceny,30/07/2018 18:17,4.234.862.382,-7.108.277.637
I182060184,Aggravated Assault,30/07/2018 15:20,4.230.149.433,-7.107.511.760
I182060125,Larceny From Motor Vehicle,27/07/2018 17:00,4.228.314.714,-7.111.374.152
I182060017,Auto Theft,30/07/2018 02:01,4.234.255.587,-7.109.807.867
I182059936,Residential Burglary,29/07/2018 18:56,4.234.942.050,-7.108.315.800
I182059878,Larceny,25/07/2018 15:46,4.236.668.653,-7.112.529.557
I182059784,Auto Theft,29/07/2018 06:40,4.229.604.546,-7.105.635.478
I182059675,Larceny,28/07/2018 07:05,4.235.426.247,-7.105.883.334
I182059592,Larceny,19/07/2018 01:38,4.231.610.023,-7.107.523.196
I182059505,Larceny From Motor Vehicle,27/07/2018 16:00,4.235.343.620,-7.107.656.488
I182059396,Larceny,27/07/2018 18:46,4.234.442.266,-7.109.833.083
I182059314,Larceny,20/07/2018 01:00,4.235.066.174,-7.106.602.232
I182059251,Larceny,25/07/2018 07:17,4.236.489.527,-7.106.050.249
I182059157,Aggravated Assault,27/07/2018 01:55,4.235.942.556,-7.105.288.819
I182059080,Residential Burglary,23/07/2018 14:30,4.238.093.483,-7.103.342.368
I182058978,Aggravated Assault,26/07/2018 00:00,4.233.802.658,-7.105.492.863
I182058887,Auto Theft,25/07/2018 18:00,4.231.165.709,-7.105.531.787
I182058810,Larceny,25/07/2018 21:59,4.228.529.234,-7.109.121.672
I182058694,Larceny,24/07/2018 17:00,4.227.894.137,-7.106.573.290
I182058625,Larceny From Motor Vehicle,24/07/2018 12:00,4.235.074.192,-7.107.146.111
I182058530,Larceny,25/07/2018 00:54,4.235.311.007,-7.106.432.264
I182058424,Larceny,22/07/2018 16:00,4.233.128.646,-7.110.254.023
I182058304,Larceny,24/07/2018 12:11,4.230.783.120,-7.106.529.544
I182058247,Larceny From Motor Vehicle,24/07/2018 06:39,4.234.577.820,-7.108.429.595
I182058155,Larceny,23/07/2018 20:40,4.234.749.899,-7.107.925.506
I182058088,Larceny,23/07/2018 17:30,4.229.755.533,-7.105.970.910
I182058029,Auto Theft,23/07/2018 10:11,4.232.696.647,-7.106.198.607
I182057949,Larceny,22/07/2018 20:00,4.232.198.656,-7.106.280.666
I182057614,Robbery,22/07/2018 00:43,4.237.829.205,-7.105.387.024
I182057787,Larceny,22/07/2018 17:41,4.235.997.967,-7.105.474.135
I182057695,Larceny,22/07/2018 10:28,4.233.546.813,-7.104.489.149
I182057558,Larceny From Motor Vehicle,21/07/2018 15:00,4.232.160.158,-7.109.203.547
I182057498,Auto Theft,21/07/2018 14:00,4.229.290.563,-7.106.955.795
I182057417,Auto Theft,20/07/2018 13:45,4.231.847.226,-7.108.409.289
I182057323,Aggravated Assault,20/07/2018 22:57,4.228.187.558,-7.108.550.538
I182057245,Larceny,20/07/2018 12:29,4.235.685.593,-7.106.979.283
I182057197,Larceny,14/07/2018 17:00,4.233.575.801,-7.102.820.306
I182057118,Larceny,20/07/2018 10:30,4.231.696.650,-7.108.254.058
I182057054,Larceny From Motor Vehicle,20/07/2018 06:24,4.233.845.028,-7.107.210.292
I182056968,Auto Theft,17/07/2018 13:00,4.231.858.817,-7.107.778.653
I182056902,Larceny From Motor Vehicle,19/07/2018 17:38,4.224.288.459,-7.112.255.206
I182056846,Larceny,19/07/2018 13:36,4.227.357.721,-7.106.770.430
I182056737,Larceny From Motor Vehicle,19/07/2018 07:05,4.231.547.148,-7.108.173.764
I182056633,Auto Theft,18/07/2018 10:30,4.233.506.218,-7.109.316.781
I182056496,Commercial Burglary,18/07/2018 02:40,4.236.618.717,-7.105.402.535
I182056409,Residential Burglary,17/07/2018 21:00,4.230.406.551,-7.107.003.320
I182056328,Larceny,17/07/2018 18:07,4.234.902.699,-7.112.987.800
I182056256,Larceny,17/07/2018 13:22,4.237.499.333,-7.103.982.596
I182056163,Larceny From Motor Vehicle,16/07/2018 17:00,4.231.431.673,-7.105.624.422
I182056064,Larceny From Motor Vehicle,16/07/2018 17:57,4.231.252.546,-7.107.389.321
I182055971,Larceny,14/07/2018 14:00,4.231.757.074,-7.105.672.123
I182055893,Auto Theft,15/07/2018 10:00,4.231.578.488,-7.107.210.679
I182055827,Aggravated Assault,15/07/2018 21:07,4.233.130.578,-7.107.194.742
I182055735,Robbery,15/07/2018 16:17,4.227.781.081,-7.109.104.290
I182055637,Larceny From Motor Vehicle,15/07/2018 10:06,4.233.836.691,-7.105.015.046
I182055551,Larceny,14/07/2018 20:00,4.235.942.556,-7.105.288.819
I182055481,Larceny From Motor Vehicle,14/07/2018 16:37,4.234.977.652,-7.108.670.876
I182055389,Larceny,13/07/2018 16:00,4.233.695.500,-7.107.747.000
I182055284,Aggravated Assault,13/07/2018 21:15,4.228.061.230,-7.108.350.146
I182055211,Larceny,13/07/2018 16:34,4.235.825.785,-7.112.560.096
I182055075,Larceny From Motor Vehicle,12/07/2018 07:00,4.232.734.083,-7.106.732.427
I182055025,Aggravated Assault,12/07/2018 22:56,4.232.667.212,-7.107.977.739
I182054905,Larceny,12/07/2018 15:59,4.234.241.899,-7.109.678.306
I182054798,Larceny From Motor Vehicle,11/07/2018 11:04,4.223.382.322,-7.113.015.658
I182054703,Larceny,11/07/2018 21:30,4.235.415.745,-7.105.412.606
I182054596,Larceny,11/07/2018 16:20,4.235.997.967,-7.105.474.135
I182054459,Larceny From Motor Vehicle,10/07/2018 20:40,4.235.517.514,-7.115.093.107
I182054399,Larceny From Motor Vehicle,09/07/2018 22:00,4.234.726.500,-7.110.294.900
I182054339,Residential Burglary,07/07/2018 15:45,4.233.596.847,-7.108.129.856
I182054208,Larceny From Motor Vehicle,10/07/2018 08:30,4.232.809.966,-7.106.321.676
I182054062,Robbery,08/07/2018 21:30,4.229.918.070,-7.106.429.139
I182053922,Larceny,09/07/2018 11:05,4.232.809.966,-7.106.321.676
I182053826,Aggravated Assault,09/07/2018 08:26,4.228.297.379,-7.108.194.011
I182053749,Aggravated Assault,08/07/2018 21:12,4.231.250.552,-7.108.314.735
I182053684,Residential Burglary,08/07/2018 17:13,4.234.571.916,-7.108.562.464
I182053609,Larceny,08/07/2018 11:02,4.235.997.967,-7.105.474.135
I182053529,Robbery,07/07/2018 23:02,4.226.788.791,-7.110.067.012
I182053440,Larceny,07/07/2018 16:36,4.229.056.142,-7.108.926.028
I182053358,Larceny,07/07/2018 10:57,4.234.901.954,-7.108.130.134
I182053284,Robbery,06/07/2018 20:30,4.230.175.853,-7.107.462.980
I182053196,Larceny,06/07/2018 17:24,4.228.956.988,-7.108.510.501
I182053090,Auto Theft,06/07/2018 11:30,4.230.761.110,-7.105.970.561
I182052999,Larceny From Motor Vehicle,05/07/2018 00:00,4.235.115.526,-7.106.130.589
I182052840,Larceny,05/07/2018 15:54,4.233.816.387,-7.107.461.217
I182052737,Larceny From Motor Vehicle,04/07/2018 08:00,4.228.393.145,-7.111.733.126
I182052644,Aggravated Assault,05/07/2018 01:49,4.231.852.295,-7.106.865.846
I182052553,Aggravated Assault,04/07/2018 18:40,4.231.224.327,-7.107.549.901
I182052443,Larceny,03/07/2018 22:30,4.233.189.752,-7.106.908.191
I182052345,Residential Burglary,03/07/2018 21:13,4.233.016.218,-7.105.505.492
I182052224,Larceny From Motor Vehicle,03/07/2018 14:38,4.231.587.563,-7.108.310.526
I182052104,Aggravated Assault,03/07/2018 04:21,4.232.130.010,-7.108.567.786
I182051992,Larceny,02/07/2018 17:03,4.230.854.728,-7.105.821.219
I182051852,Larceny,02/07/2018 01:20,4.233.152.148,-7.107.085.307
I182051742,Auto Theft,01/07/2018 12:30,4.230.175.853,-7.107.462.980
I182051631,Auto Theft,01/07/2018 00:02,4.237.080.805,-7.104.292.706
I182051511,Larceny,01/07/2018 03:18,4.234.373.929,-7.104.499.632
I182051413,Larceny,30/06/2018 18:12,4.234.862.382,-7.108.277.637
I182051349,Robbery,30/06/2018 12:50,4.235.988.372,-7.106.016.189
I182051257,Residential Burglary,30/06/2018 04:43,4.234.403.563,-7.108.117.746
I182051174,Robbery,29/06/2018 21:41,4.232.291.406,-7.110.328.402
I182051057,Larceny,29/06/2018 14:00,4.235.358.129,-7.106.236.665
I182050993,Larceny,29/06/2018 11:09,4.230.846.634,-7.108.327.830
I182050883,Larceny,28/06/2018 21:25,4.234.911.289,-7.108.767.768
I182050777,Larceny,28/06/2018 15:38,4.234.376.458,-7.108.866.865
I182050675,Larceny From Motor Vehicle,27/06/2018 23:00,4.230.161.831,-7.105.819.309
I182050580,Aggravated Assault,27/06/2018 23:07,4.234.717.072,-7.109.855.075
I182050505,Other Burglary,27/06/2018 17:06,4.233.210.843,-7.107.014.395
I182050409,Aggravated Assault,27/06/2018 14:00,4.230.576.686,-7.108.097.517
I182050313,Larceny From Motor Vehicle,26/06/2018 23:15,4.235.439.933,-7.116.006.811
I182050211,Larceny,26/06/2018 22:42,4.234.895.777,-7.108.489.204
I182050118,Larceny,24/06/2018 16:00,4.234.338.034,-7.108.627.921
I182050057,Larceny,26/06/2018 13:03,4.235.456.406,-7.106.147.418
I182049984,Larceny,26/06/2018 10:53,4.234.813.158,-7.108.027.002
I182049903,Larceny,25/06/2018 19:52,4.228.918.711,-7.106.973.172
I182049785,Larceny,25/06/2018 17:29,4.234.334.672,-7.106.643.142
I182049678,Larceny From Motor Vehicle,25/06/2018 03:00,4.235.343.384,-7.113.786.355
I182049566,Auto Theft,25/06/2018 02:36,4.237.671.994,-7.106.266.605
I182049433,Aggravated Assault,24/06/2018 14:40,4.235.231.190,-7.106.370.510
I182049356,Larceny,20/06/2018 18:30,4.235.892.253,-7.105.635.419
I182049207,Auto Theft,23/06/2018 19:02,4.228.458.088,-7.103.973.966
I182049126,Auto Theft,23/06/2018 14:43,4.229.385.719,-7.108.324.022
I182049046,Auto Theft,02/07/2018 00:00,4.230.178.949,-7.105.514.183
I182048968,Aggravated Assault,22/06/2018 22:30,4.229.234.026,-7.109.338.241
I182048863,Robbery,22/06/2018 17:53,4.235.595.391,-7.113.852.468
I182048760,Larceny,22/06/2018 11:20,4.234.439.568,-7.108.632.016
I182048645,Larceny,21/06/2018 16:07,4.234.693.807,-7.109.266.111
I182048503,Larceny,21/06/2018 14:28,4.234.988.575,-7.114.522.971
I182048412,Residential Burglary,21/06/2018 08:30,4.231.197.821,-7.109.737.435
I182048275,Larceny,16/06/2018 21:30,4.229.281.079,-7.107.327.594
I182048199,Residential Burglary,20/06/2018 14:07,4.232.198.919,-7.109.400.837
I182048117,Aggravated Assault,20/06/2018 09:51,4.229.926.303,-7.107.626.513
I182047981,Larceny,19/06/2018 18:04,4.230.648.026,-7.106.675.783
I182047860,Larceny,19/06/2018 00:18,4.235.118.005,-7.107.666.607
I182047791,Larceny,11/06/2018 00:00,4.235.410.505,-7.112.792.774
I182047694,Aggravated Assault,19/06/2018 00:00,4.235.043.297,-7.105.873.158
I182047578,Aggravated Assault,18/06/2018 17:33,4.231.224.327,-7.107.549.901
I182047425,Larceny From Motor Vehicle,16/06/2018 11:30,4.228.604.727,-7.105.730.410
I182047320,Larceny,17/06/2018 23:24,4.234.937.839,-7.113.249.037
I182047248,Aggravated Assault,17/06/2018 18:10,4.234.827.698,-7.107.038.932
I182047175,Aggravated Assault,17/06/2018 11:51,4.230.703.587,-7.108.410.227
I182047103,Aggravated Assault,16/06/2018 22:00,4.227.693.086,-7.108.631.706
I182046966,Residential Burglary,16/06/2018 15:44,4.228.981.696,-7.106.760.634
I182046848,Larceny,16/06/2018 05:02,4.235.658.500,-7.106.189.505
I182046727,Robbery,15/06/2018 17:00,4.232.217.348,-7.108.506.711
I182046628,Larceny,15/06/2018 12:10,4.234.852.699,-7.106.486.875
I182046539,Aggravated Assault,14/06/2018 09:00,4.230.183.841,-7.106.127.819
I182046381,Auto Theft,13/06/2018 19:00,4.229.451.627,-7.105.875.403
I182046292,Larceny From Motor Vehicle,13/06/2018 19:00,4.229.979.690,-7.106.533.457
I182046175,Larceny,13/06/2018 17:00,4.237.987.589,-7.103.171.809
I182046052,Aggravated Assault,13/06/2018 19:51,4.230.209.443,-7.106.575.183
I182045975,Larceny,07/05/2018 08:00,4.234.430.114,-7.108.761.830
I182045882,Larceny,13/06/2018 11:36,4.225.592.648,-7.112.317.207
I182045776,Larceny From Motor Vehicle,12/06/2018 20:30,4.235.913.227,-7.107.074.326
I182045661,Robbery,12/06/2018 16:46,4.227.130.225,-7.107.442.362
I182045547,Aggravated Assault,12/06/2018 12:12,4.234.842.775,-7.107.646.876
I182045454,Aggravated Assault,12/06/2018 06:02,4.233.233.550,-7.107.120.018
I182045342,Larceny,09/06/2018 16:20,4.235.933.140,-7.106.549.247
I182045243,Aggravated Assault,11/06/2018 14:33,4.226.985.916,-7.109.346.353
I182045099,Residential Burglary,11/06/2018 02:06,4.234.239.114,-7.108.872.018
I182044987,Larceny,10/06/2018 14:30,4.233.860.282,-7.109.355.306
I182044918,Larceny,10/06/2018 12:40,4.229.733.660,-7.108.729.604
I182044845,Larceny,10/06/2018 02:23,4.237.620.267,-7.103.979.926
I182044745,Larceny From Motor Vehicle,09/06/2018 18:19,4.227.855.984,-7.109.199.697
I182044666,Larceny,09/06/2018 12:19,4.226.994.732,-7.109.380.308
I182044548,Larceny From Motor Vehicle,08/06/2018 20:00,4.234.942.864,-7.106.536.641
I182044443,Larceny,08/06/2018 15:37,4.227.531.312,-7.111.587.798
I182044346,Larceny,06/06/2018 07:00,4.233.123.776,-7.109.140.736
I182044270,Larceny From Motor Vehicle,07/06/2018 18:00,4.228.789.854,-7.105.005.400
I182044168,Robbery,07/06/2018 19:52,4.229.648.008,-7.108.001.594
I182044068,Larceny From Motor Vehicle,06/06/2018 22:00,4.230.565.415,-7.108.186.812
I182043962,Aggravated Assault,07/06/2018 10:00,4.231.161.123,-7.107.625.600
I182043896,Robbery,07/06/2018 00:17,4.234.997.840,-7.105.683.752
I182043763,Aggravated Assault,06/06/2018 12:27,4.235.246.671,-7.106.167.002
I182043651,Auto Theft,06/06/2018 11:17,4.227.000.477,-7.108.334.734
I182043518,Larceny,05/06/2018 19:10,4.226.194.848,-7.110.971.613
I182043423,Robbery,05/06/2018 15:31,4.226.788.791,-7.110.067.012
I182043317,Larceny From Motor Vehicle,04/06/2018 20:00,4.235.027.252,-7.112.812.209
I182043218,Aggravated Assault,04/06/2018 20:39,4.233.237.733,-7.108.237.779
I182043135,Larceny From Motor Vehicle,04/06/2018 09:45,4.234.211.488,-7.106.611.075
I182043012,Aggravated Assault,04/06/2018 09:28,4.234.660.366,-7.109.497.996
I182042873,Larceny,03/06/2018 17:11,4.233.129.745,-7.104.864.886
I182042716,Aggravated Assault,03/06/2018 00:59,4.233.483.110,-7.107.904.134
I182042599,Larceny,02/06/2018 15:45,4.234.999.733,-7.108.103.440
I182042524,Larceny,02/06/2018 00:01,4.234.828.759,-7.107.891.773
I182042362,Larceny,01/06/2018 20:21,4.229.131.613,-7.107.170.293
I182042250,Larceny,01/06/2018 13:29,4.227.653.731,-7.109.339.510
I182042149,Aggravated Assault,30/05/2018 16:30,4.237.448.704,-7.106.708.679
I182042039,Robbery,31/05/2018 21:21,4.228.287.754,-7.108.474.489
I182041958,Aggravated Assault,31/05/2018 17:00,4.235.294.166,-7.115.110.370
I182041858,Larceny From Motor Vehicle,31/05/2018 11:22,4.231.735.472,-7.106.582.970
I182041770,Auto Theft,30/05/2018 19:30,4.228.477.931,-7.106.223.825
I182041664,Larceny From Motor Vehicle,30/05/2018 10:30,4.233.760.828,-7.107.333.879
I182041539,Larceny,29/05/2018 20:00,4.233.210.843,-7.107.014.395
I182041361,Larceny From Motor Vehicle,29/05/2018 19:40,4.232.118.290,-7.110.682.780
I182041300,Larceny From Motor Vehicle,29/05/2018 17:02,4.235.025.370,-7.113.336.819
I182041184,Larceny From Motor Vehicle,29/05/2018 11:13,4.231.633.855,-7.106.879.992
I182041078,Aggravated Assault,29/05/2018 01:43,4.233.611.200,-7.104.665.434
I182040967,Larceny,28/05/2018 17:14,4.237.554.598,-7.106.272.197
I182040882,Aggravated Assault,28/05/2018 10:18,4.226.817.397,-7.109.387.677
I182040697,Larceny,11/05/2018 15:49,4.230.492.239,-7.110.298.073
I182040542,Larceny From Motor Vehicle,26/05/2018 21:15,4.234.543.327,-7.107.739.498
I182040439,Larceny,26/05/2018 17:06,4.233.380.683,-7.110.377.843
I182040306,Aggravated Assault,26/05/2018 07:42,4.231.026.396,-7.108.201.870
I182040201,Robbery,25/05/2018 20:44,4.237.029.336,-7.103.925.861
I182040117,Residential Burglary,24/05/2018 16:00,4.234.649.653,-7.110.692.212
