incident_number,offense_code_group,occurred_on_date,lat,long
I182044982,Larceny,10/06/2018 17:49,4.234.902.699,-7.112.987.800
I182044939,Larceny,10/06/2018 14:47,4.234.800.978,-7.107.669.760
I182044918,Larceny,10/06/2018 12:40,4.229.733.660,-7.108.729.604
I182044891,Larceny,10/06/2018 10:39,4.235.521.625,-7.106.012.863
I182044854,Robbery,10/06/2018 02:45,4.231.331.114,-7.109.231.517
I182044794,Aggravated Assault,09/06/2018 21:55,4.232.545.165,-7.108.677.983
I182044770,Aggravated Assault,09/06/2018 19:30,4.233.233.682,-7.107.129.642
I182044714,Auto Theft,09/06/2018 15:58,4.233.176.796,-7.107.182.739
I182044686,Larceny,09/06/2018 13:39,4.228.380.231,-7.112.836.197
I182044651,Larceny,08/06/2018 21:06,4.234.376.458,-7.108.866.865
I182044574,Aggravated Assault,09/06/2018 02:53,4.233.918.666,-7.107.522.556
I182044541,Larceny,08/06/2018 23:35,4.227.133.005,-7.108.299.865
I182044463,Larceny,01/06/2018 14:30,4.230.638.323,-7.106.021.218
I182044438,Larceny From Motor Vehicle,08/06/2018 14:41,4.235.433.643,-7.107.323.767
I182044390,Larceny From Motor Vehicle,08/06/2018 13:40,4.233.671.130,-7.107.102.057
I182044335,Larceny From Motor Vehicle,08/06/2018 00:30,4.228.772.691,-7.105.350.569
I182044299,Residential Burglary,06/06/2018 06:30,4.229.085.881,-7.104.906.172
I182044270,Larceny From Motor Vehicle,07/06/2018 18:00,4.228.789.854,-7.105.005.400
I182044226,Residential Burglary,07/06/2018 14:15,4.233.043.340,-7.110.268.549
I182044172,Larceny,07/06/2018 19:34,4.227.582.805,-7.112.405.976
I182044128,Larceny,07/06/2018 18:17,4.232.422.876,-7.108.140.609
I182044088,Larceny,07/06/2018 16:34,4.231.674.811,-7.111.356.249
I182044027,Larceny,05/06/2018 08:30,4.235.754.620,-7.105.881.953
I182043987,Larceny,07/06/2018 11:27,4.234.657.497,-7.107.438.650
I182043936,Larceny From Motor Vehicle,07/06/2018 07:59,4.228.079.658,-7.109.039.724
I182043907,Larceny,07/06/2018 00:06,4.233.043.340,-7.110.268.549
I182043855,Larceny,06/06/2018 17:30,4.235.090.060,-7.106.068.690
I182043825,Larceny,02/05/2018 17:30,4.235.427.162,-7.106.838.613
I182043752,Larceny,06/06/2018 08:30,4.236.600.842,-7.106.403.504
I182043706,Larceny,01/06/2018 14:08,4.233.636.145,-7.108.676.950
I182043647,Larceny From Motor Vehicle,31/05/2018 10:20,4.229.360.585,-7.107.188.650
I182043551,Aggravated Assault,05/06/2018 22:00,4.229.004.670,-7.107.330.004
I182043518,Larceny,05/06/2018 19:10,4.226.194.848,-7.110.971.613
I182043494,Larceny,13/05/2018 12:28,4.233.920.737,-7.110.778.506
I182043429,Aggravated Assault,05/06/2018 15:08,4.232.153.248,-7.107.738.533
I182043379,Larceny,05/06/2018 13:39,4.233.816.387,-7.107.461.217
I182043323,Aggravated Assault,05/06/2018 11:05,4.230.146.198,-7.106.895.960
I182043267,Larceny From Motor Vehicle,05/06/2018 07:01,4.231.363.545,-7.108.251.322
I182043224,Larceny,04/06/2018 19:56,4.233.675.016,-7.107.662.788
I182043202,Auto Theft,21/05/2018 09:00,4.230.492.795,-7.105.979.933
I182043152,Larceny,04/06/2018 18:05,4.231.193.403,-7.111.429.090
I182043122,Auto Theft,04/06/2018 14:00,4.230.767.844,-7.108.050.401
I182043043,Larceny,04/06/2018 11:55,4.228.841.085,-7.104.710.091
I182042999,Larceny,04/06/2018 01:00,4.227.273.548,-7.106.792.411
I182042922,Auto Theft,03/06/2018 18:30,4.236.402.978,-7.112.863.340
I182042870,Larceny,03/06/2018 17:17,4.234.840.576,-7.108.688.339
I182042793,Larceny,03/06/2018 11:36,4.229.131.613,-7.107.170.293
I182042716,Aggravated Assault,03/06/2018 00:59,4.233.483.110,-7.107.904.134
I182042664,Aggravated Assault,02/06/2018 19:38,4.227.133.005,-7.108.299.865
I182042606,Larceny,02/06/2018 15:30,4.237.448.704,-7.106.708.679
I182042586,Robbery,02/06/2018 15:29,4.235.009.599,-7.107.732.110
I182042538,Larceny,01/06/2018 18:00,4.227.913.786,-7.106.970.635
I182042477,Larceny,02/06/2018 07:39,4.236.122.324,-7.106.593.235
I182042414,Larceny,01/06/2018 22:58,4.233.914.604,-7.115.442.808
I182042332,Auto Theft,30/05/2018 23:30,4.228.741.838,-7.106.190.780
I182042298,Larceny,01/06/2018 15:23,4.231.193.403,-7.111.429.090
I182042233,Larceny,31/05/2018 17:00,4.235.071.344,-7.116.296.497
I182042162,Larceny,31/05/2018 13:00,4.230.629.234,-7.107.803.259
I182042145,Larceny,01/06/2018 09:23,4.230.978.746,-7.108.503.096
I182042099,Larceny From Motor Vehicle,01/06/2018 00:51,4.235.348.229,-7.104.814.061
I182042034,Aggravated Assault,31/05/2018 21:27,4.229.244.178,-7.107.320.696
I182042014,Larceny,31/05/2018 20:15,4.235.602.373,-7.106.177.615
I182041958,Aggravated Assault,31/05/2018 17:00,4.235.294.166,-7.115.110.370
I182041892,Larceny,30/05/2018 19:13,4.231.193.403,-7.111.429.090
I182041863,Aggravated Assault,31/05/2018 12:29,4.229.307.889,-7.108.054.237
I182041827,Other Burglary,31/05/2018 11:19,4.231.679.542,-7.107.964.562
I182041780,Larceny From Motor Vehicle,30/05/2018 18:30,4.232.734.083,-7.106.732.427
I182041734,Larceny,29/05/2018 16:00,4.236.658.726,-7.106.019.881
I182041687,Larceny,30/05/2018 20:00,4.231.929.343,-7.111.178.236
I182041629,Larceny,28/05/2018 19:00,4.234.717.363,-7.109.644.390
I182041576,Aggravated Assault,30/05/2018 14:41,4.226.161.249,-7.112.217.545
I182041498,Larceny From Motor Vehicle,30/05/2018 11:09,4.226.983.458,-7.110.003.437
I182041383,Larceny,29/05/2018 19:25,4.234.999.733,-7.108.103.440
I182041359,Residential Burglary,18/05/2018 12:00,4.234.654.105,-7.113.514.595
I182041335,Larceny,29/05/2018 17:24,4.227.413.021,-7.111.674.617
I182041288,Commercial Burglary,28/05/2018 01:00,4.232.291.406,-7.110.328.402
I182041251,Larceny,29/05/2018 14:16,4.229.960.791,-7.106.094.616
I182041184,Larceny From Motor Vehicle,29/05/2018 11:13,4.231.633.855,-7.106.879.992
I182041136,Larceny,01/01/2018 00:00,4.233.063.626,-7.105.696.207
I182041081,Auto Theft,28/05/2018 21:00,4.235.142.278,-7.106.084.508
I182041022,Larceny,28/05/2018 20:30,4.235.961.316,-7.105.195.809
I182040984,Aggravated Assault,28/05/2018 18:00,4.230.022.551,-7.107.468.313
I182040941,Larceny,28/05/2018 16:03,4.227.273.548,-7.106.792.411
I182040890,Larceny,26/05/2018 10:55,4.236.179.428,-7.105.711.270
I182040861,Larceny From Motor Vehicle,27/05/2018 18:00,4.233.474.924,-7.103.631.736
I182040739,Residential Burglary,27/05/2018 06:00,4.232.483.301,-7.110.164.757
I182040632,Larceny,27/05/2018 12:16,4.235.090.060,-7.106.068.690
I182040591,Larceny From Motor Vehicle,27/05/2018 06:17,4.233.219.302,-7.104.505.385
I182040538,Aggravated Assault,26/05/2018 23:28,4.234.011.469,-7.105.339.029
I182040477,Larceny,26/05/2018 14:30,4.228.477.931,-7.106.223.825
I182040417,Larceny,26/05/2018 14:02,4.234.840.576,-7.108.688.339
I182040339,Larceny,26/05/2018 10:18,4.228.413.536,-7.106.957.385
I182040306,Aggravated Assault,26/05/2018 07:42,4.231.026.396,-7.108.201.870
I182040269,Aggravated Assault,26/05/2018 02:28,4.236.108.179,-7.105.698.344
I182040202,Larceny,25/05/2018 16:30,4.235.997.967,-7.105.474.135
I182040174,Auto Theft,25/05/2018 06:00,4.231.949.081,-7.106.627.425
I182040119,Larceny,25/05/2018 15:52,4.235.380.161,-7.105.620.401
I182040077,Residential Burglary,25/05/2018 13:54,4.225.661.385,-7.114.449.037
I182040014,Larceny,25/05/2018 10:29,4.235.512.339,-7.106.087.980
I182039926,Larceny From Motor Vehicle,24/05/2018 23:54,4.234.921.756,-7.109.099.585
I182039882,Larceny,24/05/2018 18:50,4.233.857.000,-7.110.670.681
I182039834,Larceny,24/05/2018 17:20,4.233.380.683,-7.110.377.843
I182039784,Auto Theft,24/05/2018 15:18,4.229.260.629,-7.108.989.828
I182039759,Larceny From Motor Vehicle,23/05/2018 12:00,4.234.645.150,-7.106.986.052
I182039676,Robbery,24/05/2018 03:00,4.235.331.987,-7.106.102.314
I182039635,Larceny,24/05/2018 00:01,4.236.165.196,-7.105.630.529
I182039579,Larceny,11/05/2018 07:00,4.234.854.636,-7.107.416.609
I182039540,Larceny,23/05/2018 18:25,4.225.189.440,-7.112.535.310
I182039491,Larceny,23/05/2018 16:08,4.234.862.382,-7.108.277.637
I182039436,Larceny,11/05/2018 00:00,4.236.551.616,-7.105.665.164
I182039408,Larceny,17/05/2018 19:17,4.236.045.096,-7.105.644.018
I182039380,Auto Theft,22/05/2018 23:00,4.230.293.344,-7.110.590.637
I182039325,Larceny,20/05/2018 00:00,4.231.265.126,-7.111.414.509
I182039301,Larceny,23/05/2018 08:46,4.229.848.866,-7.106.313.294
I182039253,Larceny From Motor Vehicle,23/05/2018 01:27,4.230.064.343,-7.105.407.063
I182039208,Auto Theft,19/05/2018 12:00,4.230.131.086,-7.108.443.841
I182039125,Larceny,22/05/2018 16:34,4.237.620.267,-7.103.979.926
I182039088,Larceny,22/05/2018 13:33,4.231.898.335,-7.105.892.331
I182039050,Larceny From Motor Vehicle,22/05/2018 14:16,4.229.307.537,-7.107.183.785
I182038999,Other Burglary,21/05/2018 14:30,4.233.058.014,-7.106.248.386
I182038969,Commercial Burglary,22/05/2018 10:12,4.233.153.509,-7.109.534.648
I182038916,Auto Theft,22/05/2018 02:30,4.226.644.911,-7.110.602.031
I182038852,Larceny,21/05/2018 20:00,4.235.329.808,-7.113.504.948
I182038795,Aggravated Assault,21/05/2018 18:39,4.235.370.585,-7.105.898.587
I182038753,Residential Burglary,21/05/2018 15:30,4.232.824.866,-7.109.087.012
I182038706,Larceny,21/05/2018 00:00,4.234.374.552,-7.107.337.676
I182038649,Larceny,21/05/2018 12:00,4.236.339.791,-7.105.600.208
I182038597,Larceny,17/05/2018 10:00,4.233.845.708,-7.107.309.843
I182038542,Larceny,20/05/2018 23:36,4.229.919.694,-7.106.046.974
I182038512,Auto Theft,20/05/2018 20:02,4.231.860.134,-7.108.405.792
I182038437,Larceny,20/05/2018 16:01,4.238.865.502,-7.099.887.762
I182038420,Larceny,20/05/2018 09:30,4.227.839.920,-7.106.636.305
I182038356,Larceny From Motor Vehicle,13/05/2018 16:00,4.231.858.074,-7.110.989.890
I182038313,Auto Theft,20/05/2018 04:40,4.226.788.791,-7.110.067.012
I182038284,Residential Burglary,20/05/2018 01:09,4.228.374.593,-7.108.938.232
I182038221,Aggravated Assault,19/05/2018 18:15,4.229.714.531,-7.107.409.528
I182038160,Auto Theft,19/05/2018 14:28,4.233.416.500,-7.103.533.745
I182038095,Larceny,19/05/2018 09:00,4.231.661.027,-7.105.669.382
I182038057,Larceny From Motor Vehicle,19/05/2018 03:10,4.233.511.904,-7.107.491.710
I182038007,Larceny,18/05/2018 22:25,4.235.152.813,-7.106.248.241
I182037972,Larceny,18/05/2018 20:27,4.227.531.312,-7.111.587.798
I182037922,Larceny,18/05/2018 10:00,4.227.932.093,-7.113.662.577
I182037890,Larceny,18/05/2018 14:15,4.237.500.072,-7.103.417.919
I182037835,Larceny,18/05/2018 13:25,4.234.813.158,-7.108.027.002
I182037793,Residential Burglary,18/05/2018 07:00,4.233.056.977,-7.109.959.089
I182037731,Larceny From Motor Vehicle,17/05/2018 22:00,4.230.600.262,-7.105.878.720
I182037686,Auto Theft,18/05/2018 00:26,4.231.689.952,-7.107.805.727
I182037635,Larceny,17/05/2018 18:15,4.234.243.945,-7.108.445.530
I182037588,Aggravated Assault,17/05/2018 17:46,4.234.893.308,-7.116.177.266
I182037536,Larceny,17/05/2018 14:39,4.231.281.398,-7.105.849.562
I182037492,Larceny,17/05/2018 12:24,4.235.095.909,-7.107.412.780
I182037432,Larceny,12/04/2018 08:30,4.231.605.271,-7.110.742.720
I182037382,Auto Theft,17/05/2018 04:02,4.233.640.891,-7.108.565.039
I182037331,Larceny,16/05/2018 21:06,4.231.928.523,-7.105.027.167
I182037290,Larceny,16/05/2018 18:52,4.234.840.576,-7.108.688.339
I182037233,Larceny,14/05/2018 12:30,4.232.572.097,-7.108.220.072
I182037178,Larceny,13/05/2018 01:15,4.234.828.759,-7.107.891.773
I182037102,Larceny From Motor Vehicle,15/05/2018 07:00,4.234.014.006,-7.114.875.176
I182037065,Larceny From Motor Vehicle,15/05/2018 20:00,4.234.529.523,-7.109.509.486
I182036998,Aggravated Assault,15/05/2018 17:46,4.227.855.984,-7.109.199.697
I182036952,Residential Burglary,15/05/2018 12:20,4.233.798.932,-7.108.003.746
I182036873,Aggravated Assault,15/05/2018 11:55,4.235.173.990,-7.112.185.454
I182036853,Larceny,15/05/2018 11:09,4.230.492.239,-7.110.298.073
I182036791,Auto Theft,14/05/2018 17:30,4.230.565.517,-7.106.472.788
I182036733,Larceny From Motor Vehicle,14/05/2018 22:23,4.230.892.227,-7.109.986.991
I182036681,Larceny,14/05/2018 17:21,4.230.648.026,-7.106.675.783
I182036636,Larceny,14/05/2018 16:14,4.230.896.999,-7.108.284.839
I182036574,Larceny,14/05/2018 12:20,4.235.143.483,-7.106.969.334
I182036509,Larceny From Motor Vehicle,11/05/2018 19:00,4.232.609.750,-7.106.755.796
I182036472,Larceny,14/05/2018 06:11,4.233.901.097,-7.104.789.515
I182036421,Larceny From Motor Vehicle,13/05/2018 18:00,4.236.967.378,-7.104.155.054
I182036386,Larceny,13/05/2018 17:21,4.234.285.014,-7.106.516.235
I182036347,Larceny From Motor Vehicle,11/05/2018 23:30,4.228.904.237,-7.107.657.020
I182036295,Aggravated Assault,13/05/2018 10:25,4.234.034.975,-7.106.954.478
I182036254,Larceny From Motor Vehicle,13/05/2018 01:10,4.235.064.439,-7.106.811.584
I182036211,Aggravated Assault,12/05/2018 23:24,4.235.255.981,-7.106.043.207
I182036166,Larceny,12/05/2018 18:03,4.235.331.987,-7.106.102.314
I182036122,Larceny,11/05/2018 11:00,4.225.520.097,-7.114.449.084
I182036055,Larceny,12/05/2018 11:19,4.232.696.647,-7.106.198.607
I182036019,Commercial Burglary,11/05/2018 23:00,4.230.889.840,-7.108.305.190
I182035951,Larceny,07/05/2018 14:00,4.235.043.273,-7.112.710.480
I182035925,Larceny,10/05/2018 22:00,4.234.182.317,-7.107.562.989
I182035879,Larceny,21/04/2018 11:29,4.234.314.406,-7.109.589.305
I182035853,Larceny,11/05/2018 17:02,4.234.873.541,-7.107.049.185
I182035794,Larceny From Motor Vehicle,10/05/2018 18:00,4.235.415.818,-7.115.386.618
I182035746,Larceny From Motor Vehicle,11/05/2018 11:11,4.229.350.272,-7.107.344.862
I182035703,Larceny From Motor Vehicle,11/05/2018 08:06,4.236.445.569,-7.106.845.778
I182035667,Robbery,11/05/2018 00:03,4.228.915.232,-7.107.346.000
I182035617,Aggravated Assault,10/05/2018 19:41,4.225.784.060,-7.114.813.948
I182035559,Larceny,10/05/2018 01:00,4.234.442.266,-7.109.833.083
I182035531,Larceny,17/04/2018 13:30,4.234.355.868,-7.108.734.146
I182035485,Larceny,10/05/2018 13:45,4.234.840.576,-7.108.688.339
I182035458,Larceny From Motor Vehicle,09/05/2018 19:00,4.234.182.130,-7.114.644.942
I182035414,Larceny From Motor Vehicle,09/05/2018 18:30,4.234.241.352,-7.114.460.462
I182035356,Larceny,10/05/2018 02:13,4.229.767.279,-7.104.941.018
I182035290,Aggravated Assault,09/05/2018 19:34,4.229.963.709,-7.105.851.176
I182035238,Larceny,09/05/2018 15:58,4.233.816.387,-7.107.461.217
I182035187,Larceny,08/05/2018 00:00,4.230.854.728,-7.105.821.219
I182035154,Larceny,09/05/2018 11:05,4.226.194.848,-7.110.971.613
I182035096,Robbery,09/05/2018 10:11,4.229.212.974,-7.107.175.746
I182035058,Residential Burglary,09/05/2018 03:23,4.230.007.731,-7.107.990.164
I182035010,Robbery,08/05/2018 21:15,4.237.575.891,-7.103.536.688
I182034930,Larceny From Motor Vehicle,07/05/2018 09:00,4.232.133.813,-7.109.924.423
I182034885,Aggravated Assault,08/05/2018 14:47,4.226.209.214,-7.111.670.964
I182034835,Homicide,08/05/2018 12:07,4.233.181.880,-7.106.868.237
I182034769,Auto Theft,08/05/2018 08:38,4.229.691.612,-7.108.363.894
I182034718,Aggravated Assault,08/05/2018 09:30,4.230.545.318,-7.106.956.313
I182034676,Larceny,07/05/2018 18:58,4.228.915.232,-7.107.346.000
I182034580,Larceny,01/05/2018 10:00,4.234.638.022,-7.113.804.496
I182034553,Robbery,07/05/2018 13:47,4.228.368.807,-7.106.587.898
I182034491,Larceny,06/05/2018 17:00,4.235.135.497,-7.106.051.790
I182034442,Larceny From Motor Vehicle,07/05/2018 07:37,4.226.989.589,-7.110.413.576
I182034347,Larceny From Motor Vehicle,06/05/2018 07:01,4.235.456.406,-7.106.147.418
I182034255,Larceny,06/05/2018 13:40,4.231.193.403,-7.111.429.090
I182034221,Larceny,05/05/2018 16:18,4.234.966.751,-7.113.048.678
I182034161,Auto Theft,05/05/2018 21:19,4.235.064.439,-7.106.811.584
I182034099,Larceny,05/05/2018 23:02,4.230.422.176,-7.107.918.459
I182034038,Larceny From Motor Vehicle,05/05/2018 12:30,4.235.118.146,-7.108.824.120
I182034007,Larceny,05/05/2018 16:26,4.234.518.280,-7.110.066.932
I182033980,Larceny,05/05/2018 15:01,4.232.127.430,-7.111.030.469
I182033954,Larceny,05/05/2018 13:39,4.232.696.647,-7.106.198.607
I182033906,Commercial Burglary,05/05/2018 09:46,4.232.094.361,-7.107.761.042
I182033868,Larceny,05/05/2018 06:20,4.229.767.279,-7.104.941.018
I182033825,Robbery,04/05/2018 22:15,4.234.361.340,-7.110.130.276
I182033760,Larceny,04/05/2018 09:00,4.234.980.175,-7.107.840.978
I182033717,Aggravated Assault,04/05/2018 10:30,4.233.056.715,-7.108.806.813
I182033679,Larceny,04/05/2018 15:33,4.232.545.165,-7.108.677.983
I182033609,Larceny,21/04/2018 10:00,4.235.118.005,-7.107.666.607
I182033555,Larceny,04/05/2018 03:30,4.230.146.198,-7.106.895.960
I182033515,Larceny From Motor Vehicle,03/05/2018 20:00,4.230.600.262,-7.105.878.720
I182033458,Aggravated Assault,03/05/2018 20:40,4.237.945.053,-7.102.770.085
I182033409,Aggravated Assault,03/05/2018 18:09,4.235.766.347,-7.105.441.230
I182033340,Larceny From Motor Vehicle,02/05/2018 18:00,4.235.974.856,-7.114.432.384
I182033224,Robbery,03/05/2018 08:33,4.235.205.262,-7.107.344.410
I182033082,Robbery,02/05/2018 19:05,4.231.939.136,-7.108.544.157
I182033013,Aggravated Assault,02/05/2018 15:07,4.233.428.841,-7.107.239.518
I182032976,Larceny,02/05/2018 13:59,4.231.485.546,-7.109.922.410
I182032942,Larceny From Motor Vehicle,02/05/2018 12:50,4.230.144.714,-7.107.681.348
I182032889,Larceny,02/05/2018 09:25,4.227.130.225,-7.107.442.362
I182032851,Commercial Burglary,02/05/2018 04:59,4.228.370.031,-7.104.776.143
I182032751,Larceny From Motor Vehicle,10/03/2018 19:00,4.234.489.594,-7.109.659.186
I182032658,Larceny,01/05/2018 15:08,4.234.797.240,-7.107.849.582
I182032573,Larceny,29/03/2018 08:00,4.227.417.433,-7.116.037.130
I182032524,Larceny From Motor Vehicle,01/05/2018 03:28,4.234.201.195,-7.104.976.892
I182032460,Larceny,30/04/2018 09:00,4.229.276.044,-7.107.486.603
I182032437,Larceny,30/04/2018 15:49,4.234.857.652,-7.107.772.012
I182032381,Larceny From Motor Vehicle,30/04/2018 12:35,4.231.955.207,-7.106.288.729
I182032344,Larceny,30/04/2018 13:54,4.235.174.282,-7.106.275.940
I182032283,Aggravated Assault,30/04/2018 10:49,4.227.130.225,-7.107.442.362
I182032237,Residential Burglary,30/04/2018 08:07,4.232.052.521,-7.107.610.051
I182032198,Larceny,29/04/2018 00:00,4.236.303.798,-7.105.524.751
I182032136,Larceny,07/04/2018 20:00,4.234.285.014,-7.106.516.235
I182032107,Larceny,29/04/2018 12:00,4.234.489.594,-7.109.659.186
I182032061,Larceny,28/04/2018 13:00,4.234.834.270,-7.107.222.530
I182032027,Larceny From Motor Vehicle,28/04/2018 23:30,4.232.423.056,-7.110.642.159
I182031977,Auto Theft,29/04/2018 01:20,4.231.492.726,-7.105.995.455
I182031910,Larceny,28/04/2018 20:37,4.234.862.382,-7.108.277.637
I182031868,Larceny,28/04/2018 16:29,4.237.673.508,-7.103.914.119
I182031799,Aggravated Assault,28/04/2018 10:13,4.228.575.222,-7.106.430.857
I182031759,Larceny,27/04/2018 17:15,4.235.698.857,-7.106.084.937
I182031717,Homicide,28/04/2018 02:45,4.231.535.276,-7.107.304.299
I182031660,Aggravated Assault,27/04/2018 20:45,4.236.676.888,-7.105.373.654
I182031606,Larceny,27/04/2018 17:22,4.235.176.179,-7.107.452.168
I182031565,Larceny,19/04/2018 18:40,4.233.550.576,-7.104.291.647
I182031537,Larceny,27/04/2018 12:00,4.234.862.382,-7.108.277.637
I182031509,Aggravated Assault,26/04/2018 20:00,4.228.763.040,-7.108.067.304
I182031452,Larceny From Motor Vehicle,26/04/2018 18:30,4.234.410.718,-7.110.180.260
I182031398,Aggravated Assault,26/04/2018 22:13,4.229.653.192,-7.107.125.916
I182031341,Larceny,26/04/2018 17:45,4.232.046.979,-7.107.161.950
I182031307,Larceny,26/04/2018 17:04,4.233.816.387,-7.107.461.217
I182031246,Larceny,26/04/2018 13:40,4.234.470.136,-7.107.037.609
I182031193,Larceny,26/04/2018 10:35,4.231.771.534,-7.109.823.049
I182031086,Robbery,25/04/2018 21:30,4.225.194.322,-7.111.925.138
I182031022,Larceny,24/04/2018 08:00,4.233.258.958,-7.110.031.377
I182030976,Larceny,25/04/2018 14:47,4.234.932.471,-7.108.014.801
I182030933,Larceny,25/04/2018 12:26,4.228.865.167,-7.106.415.608
I182030867,Robbery,25/04/2018 08:06,4.230.250.605,-7.108.329.400
I182030802,Larceny From Motor Vehicle,24/04/2018 21:10,4.237.679.994,-7.105.700.887
I182030721,Larceny,24/04/2018 14:43,4.228.873.871,-7.107.112.627
I182030693,Larceny,22/04/2018 19:30,4.235.176.179,-7.107.452.168
I182030663,Larceny,24/04/2018 13:18,4.235.059.717,-7.107.881.031
I182030608,Larceny,24/04/2018 11:32,4.235.554.806,-7.106.073.140
I182030567,Larceny,22/04/2018 20:30,4.231.038.717,-7.108.054.530
I182030537,Auto Theft,23/04/2018 20:00,4.237.129.530,-7.104.342.377
I182030501,Robbery,23/04/2018 10:45,4.230.638.316,-7.108.435.635
I182030429,Larceny,23/04/2018 16:40,4.235.759.727,-7.105.816.861
I182030373,Larceny,23/04/2018 15:15,4.235.602.373,-7.106.177.615
I182030310,Larceny,22/04/2018 20:00,4.231.223.006,-7.106.391.367
I182030257,Aggravated Assault,23/04/2018 07:43,4.230.833.371,-7.107.599.128
I182030142,Larceny,22/04/2018 17:54,4.234.044.966,-7.108.845.935
I182030128,Larceny,21/04/2018 13:30,4.235.115.433,-7.106.547.895
I182030088,Aggravated Assault,22/04/2018 12:50,4.236.109.742,-7.106.206.081
I182030053,Larceny From Motor Vehicle,20/04/2018 20:00,4.230.175.982,-7.107.555.177
I182030019,Larceny From Motor Vehicle,21/04/2018 17:00,4.229.273.124,-7.105.886.116
I182029950,Larceny,21/04/2018 17:30,4.235.074.192,-7.107.146.111
I182029910,Larceny,21/04/2018 18:50,4.230.700.371,-7.108.313.157
I182029870,Larceny,21/04/2018 16:15,4.234.221.545,-7.110.544.085
I182029829,Residential Burglary,21/04/2018 11:43,4.233.907.386,-7.105.219.568
I182029791,Larceny,21/04/2018 09:15,4.231.696.650,-7.108.254.058
I182029741,Larceny From Motor Vehicle,20/04/2018 17:45,4.234.911.289,-7.108.767.768
I182029690,Larceny,20/04/2018 20:53,4.234.621.459,-7.108.721.196
I182029636,Larceny From Motor Vehicle,18/04/2018 21:30,4.225.486.799,-7.111.394.064
I182029555,Larceny,20/04/2018 13:51,4.234.682.750,-7.114.319.087
I182029510,Larceny,19/04/2018 21:30,4.231.933.514,-7.108.796.987
I182029456,Aggravated Assault,20/04/2018 08:42,4.229.244.178,-7.107.320.696
I182029381,Residential Burglary,19/04/2018 20:28,4.230.956.305,-7.108.990.197
I182029328,Robbery,19/04/2018 17:50,4.235.571.985,-7.106.110.871
I182029308,Larceny,19/04/2018 05:51,4.232.696.647,-7.106.198.607
I182029264,Larceny,19/04/2018 15:19,4.235.680.075,-7.105.893.025
I182029239,Larceny,19/04/2018 13:35,4.234.701.666,-7.106.886.238
I182029209,Larceny From Motor Vehicle,19/04/2018 11:21,4.237.705.399,-7.105.101.473
I182029163,Commercial Burglary,19/04/2018 07:45,4.232.198.656,-7.106.280.666
I182029140,Aggravated Assault,19/04/2018 02:19,4.237.912.370,-7.102.808.210
I182029053,Larceny,18/04/2018 17:18,4.234.749.899,-7.107.925.506
I182028978,Residential Burglary,09/04/2018 04:30,4.234.402.604,-7.109.615.503
I182028917,Aggravated Assault,18/04/2018 11:42,4.233.619.626,-7.107.787.036
I182028853,Larceny From Motor Vehicle,18/04/2018 04:28,4.234.189.304,-7.107.408.312
I182028765,Aggravated Assault,17/04/2018 18:27,4.230.889.362,-7.107.410.474
I182028724,Larceny,17/04/2018 16:25,4.237.421.104,-7.103.918.485
I182028652,Larceny From Motor Vehicle,17/04/2018 13:33,4.230.962.068,-7.106.006.083
I182028623,Larceny,17/04/2018 11:59,4.230.369.670,-7.107.104.897
I182028598,Larceny,15/04/2018 17:20,4.231.578.488,-7.107.210.679
I182028507,Larceny,16/04/2018 21:40,4.231.828.168,-7.110.715.062
I182028423,Larceny,16/04/2018 14:15,4.235.059.717,-7.107.881.031
I182028365,Commercial Burglary,16/04/2018 10:32,4.234.221.544,-7.108.577.075
I182028317,Larceny,16/04/2018 00:39,4.234.750.472,-7.109.346.470
I182028251,Robbery,15/04/2018 18:14,4.229.083.470,-7.106.288.798
I182028204,Auto Theft,13/04/2018 18:00,4.234.904.108,-7.106.951.499
I182028164,Larceny From Motor Vehicle,14/04/2018 22:00,4.235.739.591,-7.107.008.873
I182028121,Larceny,15/04/2018 05:57,4.229.848.866,-7.106.313.294
I182028071,Commercial Burglary,15/04/2018 00:00,4.235.059.717,-7.107.881.031
I182027972,Aggravated Assault,14/04/2018 16:38,4.227.891.807,-7.109.314.120
I182027946,Larceny,14/04/2018 11:33,4.234.862.382,-7.108.277.637
I182027905,Aggravated Assault,14/04/2018 12:27,4.231.928.523,-7.105.027.167
I182027835,Robbery,14/04/2018 08:02,4.231.771.534,-7.109.823.049
I182027787,Aggravated Assault,14/04/2018 00:28,4.235.540.113,-7.113.090.649
I182027730,Larceny,13/04/2018 12:30,4.234.840.576,-7.108.688.339
I182027672,Larceny,12/03/2018 13:00,4.235.095.909,-7.107.412.780
I182027636,Larceny From Motor Vehicle,10/04/2018 14:00,4.233.686.889,-7.104.379.437
I182027610,Larceny From Motor Vehicle,12/04/2018 17:00,4.235.633.009,-7.107.291.995
I182027575,Larceny From Motor Vehicle,19/01/2018 00:00,4.234.748.342,-7.113.363.158
I182027517,Auto Theft,13/04/2018 01:00,4.234.481.035,-7.104.000.836
I182027479,Auto Theft,12/04/2018 18:30,4.234.862.382,-7.108.277.637
I182027412,Aggravated Assault,12/04/2018 19:32,4.228.728.494,-7.115.306.857
I182027368,Larceny,11/04/2018 16:00,4.234.862.382,-7.108.277.637
I182027289,Larceny,12/04/2018 13:08,4.235.118.005,-7.107.666.607
