incident_number,offense_code_group,occurred_on_date,lat,long
I182090586,Robbery,08/11/2018 15:02,4.235.602.373,-7.106.177.615
I182090532,Larceny,08/11/2018 08:00,4.233.380.683,-7.110.377.843
I182090503,Larceny,08/11/2018 10:30,4.228.410.589,-7.104.608.937
I182090467,Aggravated Assault,08/11/2018 10:11,4.228.956.988,-7.108.510.501
I182090414,Larceny,07/11/2018 22:20,4.230.433.950,-7.108.477.887
I182090383,Auto Theft,07/11/2018 19:30,4.231.190.641,-7.110.213.227
I182090361,Larceny,07/11/2018 18:57,4.228.258.779,-7.105.595.395
I182090312,Larceny,02/11/2018 17:00,4.234.747.759,-7.104.467.675
I182090290,Residential Burglary,05/11/2018 11:49,4.234.590.300,-7.106.946.322
I182090248,Residential Burglary,14/11/2018 15:38,4.234.698.260,-7.109.111.988
I182089921,Larceny From Motor Vehicle,07/11/2018 09:40,4.227.980.329,-7.107.282.781
I182089896,Larceny,06/11/2018 09:00,4.238.453.183,-7.102.232.294
I182089799,Larceny,06/11/2018 18:15,4.235.997.967,-7.105.474.135
I182089724,Larceny,06/11/2018 13:35,4.233.561.661,-7.103.641.895
I182089671,Aggravated Assault,05/11/2018 00:00,4.230.915.624,-7.110.352.056
I182089603,Robbery,06/11/2018 00:41,4.233.194.724,-7.103.177.171
I182089554,Larceny From Motor Vehicle,05/11/2018 19:10,4.234.402.604,-7.109.615.503
I182089519,Larceny,05/11/2018 14:55,4.227.968.299,-7.109.286.048
I182089488,Larceny,31/10/2018 00:00,4.235.113.804,-7.106.487.515
I182089450,Larceny,03/11/2018 12:39,4.234.862.382,-7.108.277.637
I182089405,Larceny From Motor Vehicle,05/11/2018 12:15,4.235.669.329,-7.105.374.582
I182089374,Larceny,05/11/2018 11:05,4.226.187.650,-7.112.278.427
I182089272,Larceny,04/11/2018 02:00,4.235.649.296,-7.105.259.107
I182089234,Larceny,03/11/2018 17:30,4.234.227.908,-7.109.152.151
I182089205,Larceny From Motor Vehicle,04/11/2018 13:44,4.235.002.485,-7.109.646.321
I182089144,Larceny From Motor Vehicle,04/11/2018 09:42,4.225.456.380,-7.111.998.513
I182089129,Larceny From Motor Vehicle,04/11/2018 09:58,4.228.792.347,-7.108.815.774
I182089103,Larceny,03/11/2018 11:00,4.231.143.758,-7.110.926.363
I182089052,Larceny,03/11/2018 17:00,4.225.690.712,-7.115.606.182
I182089009,Larceny From Motor Vehicle,03/11/2018 18:47,4.229.600.751,-7.108.387.509
I182088974,Larceny,03/11/2018 17:35,4.229.131.613,-7.107.170.293
I182088918,Larceny From Motor Vehicle,03/11/2018 13:45,4.230.776.342,-7.106.683.062
I182088880,Larceny From Motor Vehicle,31/10/2018 23:00,4.226.788.791,-7.110.067.012
I182088850,Robbery,03/11/2018 03:30,4.236.643.546,-7.106.135.413
I182088821,Larceny From Motor Vehicle,02/11/2018 22:00,4.230.590.391,-7.110.579.106
I182088732,Aggravated Assault,02/11/2018 21:13,4.230.956.305,-7.108.990.197
I182088681,Larceny,02/11/2018 18:49,4.233.296.171,-7.111.041.930
I182088655,Larceny,02/11/2018 14:20,4.234.095.802,-7.106.760.101
I182088611,Larceny,02/11/2018 14:00,4.229.131.613,-7.107.170.293
I182088539,Larceny,02/11/2018 12:12,4.234.862.382,-7.108.277.637
I182088500,Larceny From Motor Vehicle,01/11/2018 00:00,4.231.016.618,-7.105.991.042
I182088453,Other Burglary,02/11/2018 03:14,4.230.280.906,-7.107.812.508
I182088382,Aggravated Assault,01/11/2018 20:46,4.232.692.215,-7.105.447.525
I182088337,Residential Burglary,01/11/2018 16:50,4.237.878.502,-7.103.771.768
I182088287,Auto Theft,31/10/2018 16:00,4.228.944.478,-7.106.559.395
I182088233,Aggravated Assault,01/11/2018 12:02,4.224.361.883,-7.111.989.255
I182088170,Larceny,01/11/2018 08:40,4.228.098.427,-7.108.528.267
I182088099,Aggravated Assault,31/10/2018 23:43,4.232.614.559,-7.105.349.144
I182088060,Aggravated Assault,31/10/2018 21:06,4.228.127.425,-7.108.654.557
I182088017,Larceny,30/10/2018 11:25,4.234.862.382,-7.108.277.637
I182087983,Larceny,31/10/2018 18:00,4.235.157.076,-7.107.186.599
I182087874,Larceny,31/10/2018 11:40,4.235.118.005,-7.107.666.607
I182087833,Auto Theft,31/10/2018 02:00,4.234.402.658,-7.106.206.392
I182087811,Aggravated Assault,31/10/2018 07:31,4.229.057.504,-7.107.165.726
I182087784,Larceny From Motor Vehicle,30/10/2018 00:00,4.227.856.608,-7.107.487.434
I182087743,Aggravated Assault,30/10/2018 19:25,4.233.398.889,-7.103.260.574
I182087693,Larceny,05/10/2018 00:00,4.230.098.889,-7.112.708.146
I182087668,Larceny,28/10/2018 13:30,4.231.118.598,-7.111.010.393
I182087620,Aggravated Assault,30/10/2018 13:21,4.233.285.027,-7.104.417.249
I182087578,Larceny,28/10/2018 16:45,4.237.502.720,-7.105.423.542
I182087550,Larceny From Motor Vehicle,29/10/2018 19:00,4.233.416.417,-7.104.669.326
I182087505,Larceny From Motor Vehicle,29/10/2018 04:30,4.234.162.923,-7.105.520.447
I182087469,Robbery,29/10/2018 20:39,4.231.950.193,-7.107.516.473
I182087423,Auto Theft,27/10/2018 21:00,4.227.454.399,-7.110.140.377
I182087400,Larceny,29/10/2018 16:10,4.234.095.802,-7.106.760.101
I182087357,Larceny,29/10/2018 13:35,4.235.997.967,-7.105.474.135
I182087322,Aggravated Assault,27/10/2018 02:00,4.235.316.369,-7.112.820.416
I182087279,Larceny,24/10/2018 20:43,4.232.849.143,-7.108.121.253
I182087192,Larceny,28/10/2018 22:07,4.228.704.606,-7.107.466.727
I182087155,Larceny,28/10/2018 17:15,4.234.865.794,-7.113.259.180
I182087122,Robbery,28/10/2018 15:46,4.233.210.843,-7.107.014.395
I182087076,Larceny,27/10/2018 15:00,4.230.986.184,-7.111.888.379
I182087035,Larceny,27/10/2018 14:00,4.235.265.112,-7.104.757.739
I182087004,Commercial Burglary,28/10/2018 07:33,4.228.640.624,-7.104.398.688
I182086974,Larceny,28/10/2018 02:52,4.235.043.297,-7.105.873.158
I182086906,Larceny,27/10/2018 22:15,4.231.187.100,-7.112.601.450
I182086866,Larceny,27/10/2018 18:44,4.236.064.470,-7.107.086.192
I182086810,Larceny,27/10/2018 13:30,4.234.797.240,-7.107.849.582
I182086752,Larceny From Motor Vehicle,26/10/2018 18:30,4.233.861.137,-7.115.048.997
I182086705,Robbery,27/10/2018 07:29,4.235.266.601,-7.112.974.348
I182086655,Larceny From Motor Vehicle,26/10/2018 18:00,4.233.581.733,-7.107.404.383
I182086573,Larceny,26/10/2018 13:00,4.235.037.870,-7.107.626.098
I182086522,Larceny,26/10/2018 14:39,4.235.095.909,-7.107.412.780
I182086472,Larceny From Motor Vehicle,26/10/2018 12:27,4.234.481.182,-7.108.234.324
I182086436,Larceny,26/10/2018 00:30,4.234.942.864,-7.106.536.641
I182086405,Larceny From Motor Vehicle,25/10/2018 18:15,4.234.295.335,-7.108.833.139
I182086331,Auto Theft,25/10/2018 12:00,4.233.712.685,-7.108.432.238
I182086273,Larceny,25/10/2018 15:53,4.235.521.625,-7.106.012.863
I182086234,Larceny,25/10/2018 15:16,4.235.177.328,-7.104.704.097
I182086207,Larceny,25/10/2018 08:50,4.234.258.727,-7.107.420.040
I182086150,Larceny,24/10/2018 00:00,4.228.781.305,-7.106.794.132
I182086103,Larceny From Motor Vehicle,24/10/2018 21:00,4.233.506.670,-7.105.388.239
I182086074,Aggravated Assault,24/10/2018 22:17,4.234.693.807,-7.109.266.111
I182086036,Larceny,23/10/2018 19:00,4.235.118.005,-7.107.666.607
I182086016,Larceny,22/10/2018 17:50,4.231.729.447,-7.111.157.759
I182085975,Larceny,17/10/2018 20:30,4.233.738.014,-7.108.388.901
I182085937,Larceny,24/10/2018 13:00,4.234.862.382,-7.108.277.637
I182085919,Larceny,20/10/2018 04:30,4.234.370.944,-7.114.686.231
I182085881,Auto Theft,18/10/2018 18:00,4.228.963.220,-7.106.490.373
I182085800,Larceny,24/10/2018 01:00,4.233.001.318,-7.109.117.863
I182085730,Larceny From Motor Vehicle,21/10/2018 18:00,4.229.130.724,-7.111.656.271
I182085677,Larceny From Motor Vehicle,23/10/2018 15:58,4.233.744.152,-7.110.428.096
I182085645,Larceny From Motor Vehicle,17/10/2018 20:00,4.235.314.550,-7.107.763.936
I182085589,Larceny,23/10/2018 11:23,4.227.531.312,-7.111.587.798
I182085551,Larceny,23/10/2018 11:22,4.236.402.978,-7.112.863.340
I182085528,Larceny From Motor Vehicle,23/10/2018 10:42,4.234.911.289,-7.108.767.768
I182085490,Larceny,22/10/2018 22:00,4.227.974.294,-7.106.619.970
I182085424,Aggravated Assault,22/10/2018 20:05,4.234.676.463,-7.108.747.789
I182085379,Larceny From Motor Vehicle,22/10/2018 18:29,4.228.792.819,-7.108.502.171
I182085348,Larceny,22/10/2018 16:58,4.232.809.966,-7.106.321.676
I182085325,Larceny,04/10/2018 17:05,4.235.997.967,-7.105.474.135
I182085293,Larceny,22/10/2018 12:48,4.235.680.075,-7.105.893.025
I182085214,Larceny,22/10/2018 10:03,4.235.171.679,-7.106.118.419
I182085191,Larceny From Motor Vehicle,22/10/2018 08:41,4.234.970.447,-7.109.161.357
I182085167,Robbery,22/10/2018 01:54,4.235.942.556,-7.105.288.819
I182085125,Larceny,21/10/2018 19:20,4.235.234.110,-7.106.432.465
I182085048,Larceny From Motor Vehicle,21/10/2018 02:00,4.232.503.824,-7.108.709.904
I182085005,Robbery,21/10/2018 10:56,4.229.918.070,-7.106.429.139
I182084967,Auto Theft,21/10/2018 03:30,4.235.555.882,-7.105.849.336
I182084906,Aggravated Assault,20/10/2018 20:07,4.229.004.670,-7.107.330.004
I182084855,Residential Burglary,20/10/2018 12:00,4.226.433.128,-7.116.116.029
I182084832,Larceny,20/10/2018 13:35,4.232.639.844,-7.111.152.626
I182084797,Larceny From Motor Vehicle,17/10/2018 19:00,4.232.945.117,-7.105.665.934
I182084764,Larceny,20/10/2018 11:53,4.234.980.175,-7.107.840.978
I182084702,Larceny,20/10/2018 02:46,4.236.165.196,-7.105.630.529
I182084605,Aggravated Assault,19/10/2018 16:46,4.229.783.416,-7.107.693.008
I182084575,Larceny,19/10/2018 16:30,4.233.655.350,-7.110.198.577
I182084542,Auto Theft,18/10/2018 16:15,4.230.890.935,-7.108.798.792
I182084459,Larceny,19/10/2018 09:43,4.229.131.613,-7.107.170.293
I182084402,Aggravated Assault,18/10/2018 23:45,4.227.884.574,-7.113.310.206
I182084351,Larceny,18/10/2018 19:48,4.235.540.738,-7.106.312.433
I182084319,Larceny,18/10/2018 17:24,4.235.061.995,-7.107.009.458
I182084279,Larceny,18/10/2018 13:37,4.234.676.463,-7.108.747.789
I182084236,Auto Theft,05/10/2018 01:00,4.229.534.580,-7.108.790.188
I182084206,Larceny,18/10/2018 12:08,4.231.322.413,-7.105.715.277
I182084168,Larceny,03/10/2018 13:00,4.223.452.842,-7.112.928.352
I182084116,Aggravated Assault,17/10/2018 23:22,4.230.889.840,-7.108.305.190
I182084066,Other Burglary,17/10/2018 00:38,4.234.767.067,-7.107.620.742
I182084018,Larceny,16/10/2018 15:00,4.234.980.175,-7.107.840.978
I182083966,Larceny,16/10/2018 18:22,4.229.833.262,-7.110.768.964
I182083932,Larceny,17/10/2018 12:27,4.235.067.063,-7.107.520.557
I182083871,Larceny,17/10/2018 09:00,4.235.426.247,-7.105.883.334
I182083847,Auto Theft,16/10/2018 22:00,4.231.632.131,-7.108.923.050
I182083793,Larceny,16/10/2018 20:45,4.235.602.373,-7.106.177.615
I182083754,Residential Burglary,16/10/2018 08:00,4.237.366.347,-7.106.473.601
I182083722,Larceny,14/10/2018 13:40,4.235.287.295,-7.107.118.968
I182083667,Larceny,13/10/2018 19:00,4.238.133.400,-7.102.718.945
I182083621,Larceny From Motor Vehicle,29/09/2018 15:30,4.228.020.859,-7.117.680.515
I182083549,Residential Burglary,16/10/2018 08:43,4.232.898.932,-7.105.630.174
I182083479,Homicide,15/10/2018 21:36,4.229.990.887,-7.106.424.768
I182083449,Larceny,15/10/2018 19:37,4.225.189.440,-7.112.535.310
I182083431,Residential Burglary,15/10/2018 11:30,4.230.175.982,-7.107.555.177
I182083394,Larceny,15/10/2018 16:15,4.234.862.382,-7.108.277.637
I182083369,Aggravated Assault,15/10/2018 14:20,4.237.957.532,-7.104.011.349
I182083324,Aggravated Assault,15/10/2018 01:30,4.238.048.207,-7.106.087.725
I182083296,Residential Burglary,10/10/2018 18:00,4.234.904.422,-7.116.323.554
I182083257,Larceny From Motor Vehicle,15/10/2018 08:09,4.235.286.509,-7.108.115.595
I182083220,Larceny,14/10/2018 02:30,4.235.002.128,-7.106.595.675
I182083157,Larceny,14/10/2018 18:34,4.235.512.339,-7.106.087.980
I182083118,Larceny,14/10/2018 15:46,4.232.809.966,-7.106.321.676
I182083075,Larceny From Motor Vehicle,13/10/2018 18:00,4.230.660.388,-7.108.055.038
I182083024,Aggravated Assault,14/10/2018 08:33,4.231.580.852,-7.109.829.029
I182082954,Larceny From Motor Vehicle,13/10/2018 22:44,4.231.985.444,-7.107.972.518
I182082913,Larceny,13/10/2018 16:42,4.235.053.569,-7.106.119.400
I182082873,Residential Burglary,13/10/2018 16:19,4.230.086.318,-7.105.788.196
I182082827,Larceny From Motor Vehicle,13/10/2018 06:15,4.231.212.341,-7.106.820.729
I182082800,Larceny From Motor Vehicle,13/10/2018 10:57,4.233.215.502,-7.105.699.099
I182082691,Robbery,12/10/2018 23:03,4.233.319.534,-7.103.120.766
I182082650,Larceny,12/10/2018 18:09,4.228.717.863,-7.106.390.668
I182082592,Residential Burglary,12/10/2018 16:04,4.228.648.776,-7.116.568.318
I182082567,Larceny,12/10/2018 15:47,4.235.997.967,-7.105.474.135
I182082502,Larceny From Motor Vehicle,07/10/2018 11:30,4.227.781.174,-7.115.144.899
I182082473,Larceny,02/10/2018 11:21,4.229.203.320,-7.109.399.300
I182082413,Aggravated Assault,12/10/2018 04:26,4.232.978.737,-7.108.324.801
I182082358,Aggravated Assault,11/10/2018 16:00,4.233.326.722,-7.105.048.119
I182082318,Larceny,11/10/2018 18:00,4.231.134.205,-7.110.166.558
I182082289,Robbery,11/10/2018 17:18,4.228.536.992,-7.117.244.016
I182082254,Aggravated Assault,11/10/2018 14:55,4.229.919.694,-7.106.046.974
I182082220,Larceny,11/10/2018 12:46,4.225.189.440,-7.112.535.310
I182082172,Larceny From Motor Vehicle,11/10/2018 01:00,4.230.418.986,-7.108.377.110
I182082138,Larceny From Motor Vehicle,10/10/2018 15:30,4.234.390.336,-7.114.478.233
I182082103,Aggravated Assault,11/10/2018 15:00,4.229.290.563,-7.106.955.795
I182082052,Larceny,10/10/2018 20:53,4.236.943.145,-7.103.917.179
I182082005,Larceny,10/10/2018 14:30,4.235.006.058,-7.110.772.794
I182081947,Larceny,10/10/2018 13:19,4.235.997.967,-7.105.474.135
I182081912,Larceny From Motor Vehicle,09/10/2018 20:00,4.229.828.416,-7.107.869.447
I182081859,Residential Burglary,10/10/2018 09:13,4.230.277.884,-7.106.210.293
I182081815,Larceny,10/10/2018 08:51,4.233.675.016,-7.107.662.788
I182081739,Larceny,09/10/2018 17:55,4.236.025.385,-7.106.447.113
I182081713,Larceny,08/10/2018 15:00,4.234.667.542,-7.106.695.768
I182081690,Larceny,09/10/2018 17:50,4.236.109.742,-7.106.206.081
I182081633,Larceny,09/10/2018 15:00,4.235.645.514,-7.106.956.975
I182081594,Larceny,09/10/2018 11:38,4.235.055.412,-7.109.056.227
I182081539,Auto Theft,08/10/2018 18:00,4.229.697.913,-7.111.561.599
I182081508,Larceny,23/09/2018 15:00,4.234.412.628,-7.109.942.777
I182081483,Auto Theft,09/10/2018 07:39,4.228.138.604,-7.105.885.035
I182081461,Larceny From Motor Vehicle,07/10/2018 20:00,4.232.424.069,-7.107.761.917
I182081414,Larceny,08/10/2018 16:51,4.235.645.514,-7.106.956.975
I182081388,Larceny,08/10/2018 17:51,4.228.515.394,-7.109.102.185
I182081363,Residential Burglary,08/10/2018 15:59,4.233.763.461,-7.107.013.024
I182081335,Larceny,08/10/2018 01:00,4.235.241.815,-7.106.525.499
I182081300,Auto Theft,30/09/2018 10:00,4.235.666.076,-7.115.104.267
I182081254,Larceny From Motor Vehicle,08/10/2018 08:29,4.233.658.328,-7.105.617.292
I182081205,Larceny From Motor Vehicle,07/10/2018 20:30,4.231.150.724,-7.107.466.948
I182081181,Larceny From Motor Vehicle,06/10/2018 22:30,4.235.826.604,-7.113.520.407
I182081135,Aggravated Assault,07/10/2018 17:30,4.237.877.257,-7.105.677.893
I182081091,Aggravated Assault,07/10/2018 14:48,4.228.063.521,-7.111.889.610
I182081064,Larceny,07/10/2018 11:22,4.234.262.866,-7.108.051.921
I182081042,Larceny,07/10/2018 10:04,4.234.353.469,-7.109.980.109
I182081009,Aggravated Assault,07/10/2018 02:29,4.233.249.638,-7.110.004.807
I182080985,Larceny From Motor Vehicle,06/10/2018 00:00,4.235.064.439,-7.106.811.584
I182080871,Robbery,06/10/2018 16:56,4.232.872.589,-7.108.382.217
I182080833,Larceny From Motor Vehicle,06/10/2018 14:27,4.234.473.274,-7.106.466.549
I182080771,Commercial Burglary,06/10/2018 09:04,4.235.697.837,-7.105.874.362
I182080761,Larceny From Motor Vehicle,06/10/2018 08:00,4.232.782.889,-7.109.115.602
I182080721,Aggravated Assault,06/10/2018 00:06,4.228.281.074,-7.109.722.321
I182080657,Aggravated Assault,05/10/2018 19:56,4.224.410.679,-7.111.786.345
I182080641,Larceny From Motor Vehicle,04/10/2018 18:00,4.235.335.717,-7.108.017.703
I182080606,Larceny,27/09/2018 20:00,4.235.409.679,-7.113.615.774
I182080558,Larceny,05/10/2018 13:08,4.232.553.801,-7.106.579.592
I182080543,Larceny,05/10/2018 13:20,4.234.332.128,-7.110.261.424
I182080500,Larceny,05/10/2018 09:00,4.236.527.174,-7.105.810.044
I182080447,Larceny,03/10/2018 19:00,4.232.893.710,-7.105.571.742
I182080385,Larceny,04/10/2018 22:30,4.235.300.740,-7.105.289.344
I182080338,Larceny From Motor Vehicle,03/10/2018 21:40,4.235.185.362,-7.108.325.149
I182080300,Larceny,24/07/2018 07:00,4.233.555.954,-7.107.436.364
I182080275,Larceny,12/08/2018 14:00,4.233.209.622,-7.109.860.557
I182080213,Larceny,04/10/2018 12:50,4.234.932.471,-7.108.014.801
I182080138,Larceny From Motor Vehicle,04/10/2018 09:28,4.227.068.466,-7.108.219.338
I182080099,Commercial Burglary,04/10/2018 04:17,4.233.856.155,-7.107.063.441
I182080029,Larceny,03/10/2018 19:09,4.234.797.240,-7.107.849.582
I182079993,Auto Theft,02/10/2018 11:00,4.234.116.632,-7.107.537.694
I182079970,Auto Theft,03/10/2018 08:00,4.227.615.691,-7.109.550.303
I182079929,Larceny,02/10/2018 15:30,4.229.455.164,-7.106.718.937
I182079896,Robbery,03/10/2018 13:06,4.228.104.731,-7.111.698.982
I182079826,Aggravated Assault,03/10/2018 09:15,4.234.453.911,-7.107.358.770
I182079798,Larceny From Motor Vehicle,02/10/2018 07:30,4.234.252.336,-7.115.124.869
I182079760,Aggravated Assault,02/10/2018 19:00,4.228.528.936,-7.107.002.973
I182079711,Aggravated Assault,02/10/2018 19:25,4.233.222.689,-7.105.199.201
I182079649,Larceny,02/10/2018 16:24,4.234.749.899,-7.107.925.506
I182079620,Auto Theft,01/10/2018 22:00,4.238.034.241,-7.106.901.686
I182079594,Residential Burglary,01/10/2018 16:00,4.236.417.286,-7.105.779.921
I182079567,Larceny,02/10/2018 11:32,4.235.118.005,-7.107.666.607
I182079520,Larceny,02/10/2018 08:05,4.232.863.172,-7.108.309.899
I182079497,Robbery,02/10/2018 02:45,4.235.847.666,-7.105.324.087
I182079443,Larceny,01/10/2018 20:01,4.233.816.387,-7.107.461.217
I182079419,Residential Burglary,01/10/2018 18:27,4.227.797.284,-7.112.520.155
I182079400,Larceny,10/09/2018 16:00,4.234.410.718,-7.110.180.260
I182079349,Auto Theft,12/08/2018 22:00,4.227.743.055,-7.106.851.083
I182079316,Aggravated Assault,01/10/2018 13:23,4.233.353.077,-7.109.845.207
I182079292,Larceny,01/10/2018 12:01,4.231.193.403,-7.111.429.090
I182079268,Aggravated Assault,27/09/2018 02:15,4.235.059.717,-7.107.881.031
I182079218,Auto Theft,01/10/2018 09:21,4.230.855.179,-7.108.480.199
I182079159,Larceny From Motor Vehicle,30/09/2018 16:00,4.233.631.343,-7.106.954.420
I182079083,Larceny,30/09/2018 17:34,4.233.134.462,-7.104.266.378
I182079047,Larceny,23/09/2018 15:00,4.233.753.031,-7.107.448.985
I182079013,Aggravated Assault,30/09/2018 11:29,4.231.944.733,-7.110.039.628
I182078975,Auto Theft,30/09/2018 07:52,4.231.022.576,-7.106.905.888
I182078894,Auto Theft,29/09/2018 16:20,4.233.653.701,-7.107.927.092
I182078863,Larceny,29/09/2018 11:30,4.235.883.898,-7.106.608.613
I182078803,Larceny,29/09/2018 14:07,4.232.347.517,-7.108.750.190
I182078757,Aggravated Assault,28/10/2018 00:00,4.233.401.829,-7.107.638.124
I182078693,Larceny,29/09/2018 01:45,4.235.143.483,-7.106.969.334
I182078644,Aggravated Assault,28/09/2018 23:39,4.234.625.080,-7.109.953.856
I182078582,Larceny,28/09/2018 19:52,4.232.553.801,-7.106.579.592
I182078545,Residential Burglary,28/09/2018 13:30,4.228.406.985,-7.108.824.920
I182078495,Robbery,27/09/2018 23:30,4.236.243.437,-7.106.391.810
I182078444,Larceny,25/09/2018 16:50,4.233.835.433,-7.114.835.830
I182078429,Aggravated Assault,28/09/2018 08:35,4.231.779.354,-7.104.210.959
I182078387,Larceny,23/09/2018 10:00,4.231.897.920,-7.107.964.653
I182078345,Robbery,28/09/2018 02:56,4.232.198.656,-7.106.280.666
I182078282,Larceny,27/09/2018 12:00,4.235.521.625,-7.106.012.863
I182078234,Larceny From Motor Vehicle,26/09/2018 20:00,4.235.091.402,-7.113.197.892
I182078214,Larceny,27/09/2018 11:00,4.237.913.440,-7.106.685.375
I182078148,Larceny,27/09/2018 13:14,4.233.816.387,-7.107.461.217
I182078111,Aggravated Assault,27/09/2018 10:23,4.231.696.650,-7.108.254.058
I182078046,Larceny From Motor Vehicle,27/09/2018 08:07,4.228.001.818,-7.107.837.049
I182077982,Residential Burglary,26/09/2018 03:30,4.236.934.788,-7.103.298.912
I182077943,Robbery,26/09/2018 17:38,4.237.945.053,-7.102.770.085
I182077890,Larceny From Motor Vehicle,22/09/2018 18:00,4.229.594.587,-7.105.423.229
I182077803,Residential Burglary,22/09/2018 10:30,4.233.548.200,-7.107.586.449
I182077784,Larceny,23/09/2018 17:27,4.234.797.240,-7.107.849.582
I182077755,Larceny,26/09/2018 09:50,4.230.369.670,-7.107.104.897
I182077724,Residential Burglary,25/09/2018 18:00,4.233.004.188,-7.105.459.688
I182077644,Other Burglary,25/09/2018 10:00,4.233.311.189,-7.107.276.370
I182077582,Robbery,25/09/2018 16:50,4.235.174.282,-7.106.275.940
I182077552,Larceny,12/09/2018 11:00,4.233.581.733,-7.107.404.383
I182077491,Larceny,25/09/2018 11:54,4.233.506.218,-7.109.316.781
I182077458,Larceny,24/09/2018 09:15,4.234.165.070,-7.108.678.957
I182077414,Larceny From Motor Vehicle,24/09/2018 20:00,4.229.851.793,-7.107.499.608
I182077356,Larceny,22/09/2018 18:00,4.234.932.471,-7.108.014.801
I182077316,Larceny,24/09/2018 16:00,4.231.139.480,-7.107.384.945
I182077296,Larceny,24/09/2018 15:06,4.235.997.967,-7.105.474.135
I182077239,Larceny,24/09/2018 14:02,4.235.648.631,-7.105.928.145
I182077219,Larceny,30/06/2018 18:30,4.232.648.547,-7.105.487.817
I182077189,Larceny From Motor Vehicle,24/09/2018 11:00,4.231.635.508,-7.106.593.853
I182077102,Larceny From Motor Vehicle,23/09/2018 19:27,4.235.249.436,-7.106.139.280
I182077052,Larceny,19/09/2018 20:24,4.235.043.273,-7.112.710.480
I182077010,Auto Theft,22/09/2018 23:45,4.226.871.441,-7.109.221.139
I182076979,Larceny From Motor Vehicle,23/09/2018 14:15,4.234.671.116,-7.105.131.062
I182076925,Larceny,22/09/2018 21:00,4.234.227.697,-7.109.517.472
I182076883,Larceny,22/09/2018 10:00,4.234.238.488,-7.109.034.878
I182076851,Commercial Burglary,23/09/2018 01:40,4.231.917.110,-7.109.192.415
I182076797,Robbery,22/09/2018 20:35,4.227.855.984,-7.109.199.697
I182076756,Larceny,22/09/2018 18:33,4.235.997.967,-7.105.474.135
I182076725,Larceny From Motor Vehicle,22/09/2018 18:07,4.229.392.745,-7.111.429.310
I182076686,Larceny,22/09/2018 11:00,4.236.179.428,-7.105.711.270
I182076631,Aggravated Assault,21/09/2018 19:00,4.232.066.534,-7.110.004.987
I182076601,Larceny,22/09/2018 09:41,4.234.410.718,-7.110.180.260
I182076569,Larceny,21/09/2018 20:30,4.234.255.919,-7.106.270.824
I182076523,Robbery,22/09/2018 00:04,4.233.152.148,-7.107.085.307
I182076444,Larceny,21/09/2018 18:34,4.234.840.576,-7.108.688.339
I182076424,Larceny,18/09/2018 13:00,4.234.601.613,-7.109.381.210
I182076401,Auto Theft,21/09/2018 17:04,4.234.906.578,-7.113.414.695
I182076346,Larceny,21/09/2018 14:07,4.232.696.647,-7.106.198.607
I182076325,Auto Theft,21/09/2018 12:05,4.228.519.915,-7.111.891.253
I182076275,Auto Theft,20/09/2018 15:00,4.228.662.057,-7.105.554.762
I182076236,Larceny From Motor Vehicle,20/09/2018 18:00,4.233.643.056,-7.103.961.349
I182076157,Larceny,20/09/2018 22:33,4.234.063.708,-7.107.572.281
I182076124,Residential Burglary,20/09/2018 18:02,4.232.891.025,-7.105.524.687
I182076093,Larceny,20/09/2018 14:00,4.231.915.678,-7.110.067.583
I182076057,Larceny,20/09/2018 15:42,4.234.507.026,-7.108.960.466
I182076018,Larceny,24/08/2018 00:00,4.229.115.900,-7.111.844.000
I182075996,Larceny,20/09/2018 12:00,4.233.044.113,-7.108.373.481
I182075946,Other Burglary,20/09/2018 11:27,4.234.063.708,-7.107.572.281
I182075913,Larceny,18/09/2018 14:00,4.228.414.025,-7.109.305.138
I182075862,Larceny,19/09/2018 23:36,4.225.843.909,-7.112.348.834
I182075805,Larceny,19/09/2018 19:14,4.231.771.534,-7.109.823.049
I182075781,Aggravated Assault,19/09/2018 18:23,4.235.602.373,-7.106.177.615
I182075729,Larceny,19/09/2018 11:00,4.228.789.854,-7.105.005.400
I182075690,Aggravated Assault,19/09/2018 14:18,4.231.894.677,-7.107.452.770
I182075647,Larceny,19/09/2018 08:00,4.233.221.444,-7.104.015.450
I182075579,Larceny From Motor Vehicle,19/09/2018 08:51,4.233.048.169,-7.108.166.730
I182075534,Aggravated Assault,19/09/2018 01:35,4.238.245.791,-7.102.879.220
I182075492,Larceny,17/09/2018 14:00,4.232.872.589,-7.108.382.217
I182075459,Larceny,18/09/2018 18:12,4.231.193.403,-7.111.429.090
I182075431,Larceny,13/09/2018 18:00,4.228.581.121,-7.107.115.483
I182075387,Auto Theft,05/07/2018 00:00,4.234.771.287,-7.107.374.933
I182075358,Larceny,18/09/2018 10:50,4.235.118.005,-7.107.666.607
I182075334,Larceny From Motor Vehicle,18/09/2018 11:40,4.232.422.562,-7.105.242.608
I182075271,Larceny,09/09/2018 00:00,4.235.413.031,-7.113.236.948
I182075249,Larceny,18/09/2018 02:13,4.232.485.142,-7.110.784.125
I182075223,Robbery,17/09/2018 21:29,4.233.511.904,-7.107.491.710
I182075153,Larceny,10/09/2018 16:20,4.231.961.380,-7.104.158.781
I182075133,Auto Theft,17/09/2018 18:16,4.231.939.136,-7.108.544.157
